AF_ARMS_POK_CASS01_00_EXPR	カシウス
AF_ARMO_BUD_01_FILTER_KEYWORD	バド
AF_TAGATAMEMOVIE_DVD_01_EXPR	能力:素早さ・命中・光属性ユニットの全攻撃アップ、カスミが装備するとマスターアビリティ『ルクス・ウォラーレ』使用可能(5ターン飛行する&HP全回復&全パラメータアップ&アビリティが変化)
AF_TAGATAMEMOVIE_DVD_01_FLAVOR	人の気持ちに寄り添う少女による手作り<br>のパタのぬいぐるみ。自身に寄り添って<br>くれた相棒との思い出を忘れないよう部<br>屋に飾っている。これを見ると、どんな<br>困難も乗り越えられる気がするという。
AF_TAGATAMEMOVIE_DVD_01_FILTER_KEYWORD	カスミ
AF_ACCS_MONZOTM_03_EXPR	能力:雷属性ユニットの全攻撃・素早さ・斬撃耐性・麻痺耐性アップ、モンゼインもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『不倒の堅壁』使用可能(HP50%以下の場合自身への状態異常を無効化）、『峻烈なる雷斧』使用可能（HP25%以下の場合自身へのリアクション阻止属性大幅アップ)、戦雷斧・不動と同時装備で『マップ出現時に最大HP・物攻・斬撃攻撃力アップ&HP上昇分回復』
AF_ACCS_MONZOTM_03_FLAVOR	己の正義を貫く豪放な聖教騎士が身につ<br>けているベルト。アルケミィが豊富に含<br>まれており、傷の治癒を促進させる効果<br>を持つ。常に先陣を切り、仲間の為の壁<br>となる彼を気遣う同僚から贈られた物。
AF_ACCS_MONZOTM_03_FILTER_KEYWORD	モンゼイン
AF_ACCS_NAZHU_01_EXPR	能力:素早さ・治癒力・斬撃攻撃力・斬撃耐性アップ、ナァヂュもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『斬影舞』使用可能(敵を倒すと自身の斬撃攻撃力・物防・素早さアップ（重複可）)
AF_ACCS_NAZHU_01_FLAVOR	愛国心の強いグリードダイク皇都保安局<br>員が身につけているイヤリング。権力に<br>貶められ、失意に死んだ母の形見で、弱<br>きは世界から忘却されると、強さを求め<br>た初心を忘れないよう使い続けている。
AF_ACCS_NAZHU_01_FILTER_KEYWORD	ナァヂュ
AF_ACCS_ZENN_01_EXPR	能力:初期ジュエル・素早さ・反撃攻撃力・対人特効補正アップ、ゼンもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ「『霞隠』ヤゲン」使用可能(自身のHPを大量に消費して5ターン自身の素早さ・回避率アップ)、「『堅忍』ホネバミ」使用可能（HP50%以下の場合ジュエル自動回復効果）
AF_ACCS_ZENN_01_FLAVOR	ワダツミの刀を振るう、反皇帝派閥狩り<br>の公務員が身につけている手套。刀と合<br>わせて選んだ物で、よく手に馴染んでい<br>る。腕の保護や刀の握りを安定させるこ<br>とで、任務の遂行を支えてきた物。
AF_ACCS_ZENN_01_FILTER_KEYWORD	ゼン
AF_ARMO_VETTEL_01_EXPR	能力:HP上限・初期ジュエル・スタン耐性・範囲攻撃耐性アップ、ヴェテルもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『陽光の鋼陣』使用可能(1ターン自身に物理攻撃によるダメージを大幅に軽減するシールドを張る&デバフ耐性大幅アップ）
AF_ARMO_VETTEL_01_FLAVOR	緋炎騎士団の初代団長が持つ盾。周囲の<br>アルケミィに干渉して、自身と仲間の身<br>を護る防御壁を築くことができる。仲間<br>を守るという意志、人々に笑顔をもたら<br>そうとする意志が、その力を形作った。
AF_ARMO_VETTEL_01_FILTER_KEYWORD	ヴェテル
AF_ACCS_CLOE_02_EXPR	能力:HP上限・物防・移動高低差・闇属性耐性アップ、ジョブ『緋炎の戦姫』で装備するとマスターアビリティ『ロートシュトラール』使用可能(移動後自身を中心とした範囲内の敵に自身の物防が高いほど強力な光属性の斬撃攻撃&3ターン強制ターゲット効果&自身にHP自動回復効果（HP自動回復状態中は全属性耐性アップ）[移動範囲:菱形4マス,範囲:菱形2マス,高低差:2]）
AF_ACCS_CLOE_02_FLAVOR	騎士の規範となる厳格な女性が身につけ<br>ている緋炎騎士団の近衛隊の徽章。一目<br>で所属がわかるだけでなく、隊の発足を<br>提案した彼女に敬意を表する為、緋炎騎<br>士団団長の提案で作られた物である。
AF_ACCS_CLOE_02_FILTER_KEYWORD	クロエ,闇クロエ,ダークファントム
AF_ACCS_RE0_01_EXPR	能力:魔攻・闇属性特効・沈黙耐性アップ、ジュエル自動回復効果、『ナツキ・スバル』が装備するとマスターアビリティ『奮起のエール』使用可能(マップ出現時に味方Re：ゼロコラボユニット全員の全攻撃アップ)、『エミリア』が装備するとマスターアビリティ『守護結界』使用可能(マップ出現時に全ての攻撃を3回軽減するシールドを張る)
AF_ACCS_RE0_01_FLAVOR	大精霊パックと契約しているハーフエル<br>フの少女が身につけている髪飾り。彼女<br>の髪型の決定権を持つパックが選んだの<br>だとか。髪色によく合う飾りは、編み込<br>みをした髪につけていることが多い。
AF_ACCS_RE0_01_FILTER_KEYWORD	エミリア,ナツキ・スバル,Re:0,リゼロ,Re:ゼロから始める異世界生活
AF_ACCS_ZAYIN_01_EXPR	能力:HP上限・光属性ユニットの全攻撃・魔法耐性・死の宣告耐性アップ、ザイン(※ver．決戦礼装、ダークファントムverは使用不可)が装備するとマスターアビリティ『導きの聖光』使用可能(マップ出現時に聖教騎士団ユニットの全攻撃アップ)
AF_ACCS_ZAYIN_01_FLAVOR	絶対正義の光で、世界を導く男が身につ<br>けているベルト。自身のアルケミィを高<br>め、その一部を仲間に分け与える力を持<br>つ。仲間の力があるからこそ、世界を導<br>く光となれるという考えで手にした物。
AF_ACCS_ZAYIN_01_FILTER_KEYWORD	ザイン,闇ザイン,ダークファントム
AF_ACCS_RYUI_01_EXPR	能力:器用さ・素早さ・射撃耐性アップ、リュイもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『機操サンドボックス』使用可能(マップ出現後2ターン自身に魔法攻撃によるダメージを半減するシールドを張る&全状態異常耐性アップ)
AF_ACCS_RYUI_01_FLAVOR	リアルヘブン出身の豊かな生活を目指す<br>少女が身につけている髪飾り。飾りの電<br>球は自作の魔道具で、光の加減が操作可<br>能。闇を照らす光としても、目くらまし<br>のフラッシュとしても使える便利な物。
AF_ACCS_RYUI_01_FILTER_KEYWORD	リュイ
AF_ARMS_MAGNUS_01_EXPR	能力:物攻・射程・回避率・雷属性ユニットの全攻撃アップ、ジョブ『バーストガンナー』で装備するとマスターアビリティ使用可能
AF_ARMS_MAGNUS_01_FLAVOR	錬金術の天才と言われた賭博好きの男性<br>が携帯している銃。錬金術の知識と技術<br>を用いて、彼が改造した物である。アル<br>ケミィのコントロール次第で、放出する<br>力が変化するという扱いが難しい代物。
AF_ARMS_MAGNUS_01_FILTER_KEYWORD	マグヌス
AF_ACCS_WILHELM_01_EXPR	能力:HP上限・魔法攻撃力・麻痺耐性・回復無効耐性アップ、ヴィルヘルムもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『鋭風「ジャッジメント」』使用可能(範囲内の対象に風属性の魔法攻撃&必中&対象がHP自動回復状態の場合威力大幅アップ[射程:5,範囲:十字1マス,高低差:2]）
AF_ACCS_WILHELM_01_FLAVOR	トラブルの後処理を得意とする自称トラ<br>ブルメーカーの所持している帽子。意匠<br>と手触りが気に入り、聖教騎士時代の初<br>任給で選んだ。髪が整わない時や表情を<br>見られたくない時に使える彼の必需品。
AF_ACCS_WILHELM_01_FILTER_KEYWORD	ヴィルヘルム
AF_ACCS_RE0_02_EXPR	能力:HP上限・魔獣特効・治癒力・打撃攻撃力アップ、ラム、レムもしくはジョブ『大陸の観測者』が装備するとマスターアビリティ『鬼破砕』使用可能(自身のHPを消費して敵に打撃攻撃&1ターン自身にジュエル自動回復効果[射程:4,高低差:3])
AF_ACCS_RE0_02_FLAVOR	鬼がかった力を持つ少女が幼少期につけ<br>ていた髪飾り。双子の姉とお揃いで、姉<br>の髪色に近い物である。鬼としての能力<br>が未熟で、姉を目標に努力していたころ<br>の思い出がつまっている大切な物。
AF_ACCS_RE0_02_FILTER_KEYWORD	ラム,レム,Re:0,リゼロ,Re:ゼロから始める異世界生活
AF_ACCS_RE0_03_EXPR	能力:魔法攻撃力・風属性ユニットの全攻撃・範囲攻撃耐性・回復無効耐性アップ、『Re：ゼロコラボユニット』が装備するとマスターアビリティ『昇攻域』使用可能(3ターン自身を中心とした範囲内の味方の全パラメータアップ[範囲:正方形1マス,高低差:2])
AF_ACCS_RE0_03_FLAVOR	千里眼という能力を持つ鬼族の少女が幼<br>少期につけていた髪飾り。双子の妹とお<br>揃いで、妹の髪色に近い物である。幼き<br>日の思い出がつまっている物で、ロズワ<br>ール邸で働く際には使っていない。
AF_ACCS_RE0_03_FILTER_KEYWORD	ラム,レム,Re:0,リゼロ,Re:ゼロから始める異世界生活
AF_ACCS_JUURIA_02_EXPR	能力:素早さ・水属性ユニットの全攻撃・火属性耐性・憤怒属性アップ、ジューリア(※ダークファントムverは使用不可)もしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『海覇バーラム』使用可能(範囲内の対象に自身のジュエルが少ないほど強力な水属性の斬撃攻撃&対象が物防ダウン状態の場合威力大幅アップ[射程:2,範囲:幅3マスの直線,高低差:2])
AF_ACCS_JUURIA_02_FLAVOR	役目に忠実な器の盾と呼ばれる女性のハ<br>ロウィンの仮装に合わせたバスケット。<br>子供に配るお菓子に加えて、主と慕う兄<br>妹によく似た人形が入っている。二人を<br>想う気持ちはいつまでも変わらない。
AF_ACCS_JUURIA_02_FILTER_KEYWORD	ジューリア,闇ジューリア,ダークファントム,ハロウィン
AF_ACCS_BLANCHETT_01_EXPR	能力:HP上限・初期ジュエル・単体攻撃力・闇属性ユニットの全攻撃アップ、ブランシェットもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『トリックナイト』使用可能(1ターン自身の狂化属性・回避率大幅アップ）
AF_ACCS_BLANCHETT_01_FLAVOR	狼が嫌いな赤いずきんの少女が履いてい<br>る靴。ハロウィンの仮装に合わせて選ん<br>だ物で、子供を探知する機能に加え、彼<br>女の嫌いな狼や狼モチーフの物を可能な<br>限り避ける機能がついているらしい。
AF_ACCS_BLANCHETT_01_FILTER_KEYWORD	ブランシェット,ハロウィン
AF_ACCS_KAGURA_02_EXPR	能力：HP上限・風属性特効補正・魔法攻撃力・沈黙耐性アップ、カグラが装備するとマスターアビリティ『鳳凰之火舞』使用可能(自身のHPを大量に消費して、自身のジュエルを大幅に回復)、『鳳翼之燐光』使用可能(マップ出現後3ターン自身の命中率大幅アップ)
AF_ACCS_KAGURA_02_FLAVOR	ワダツミ王家の朱凰家の血を引く聖教騎<br>士が身につけている帯。非常時に自身の<br>アルケミィを極限まで高めてくれる。二<br>度と大切な人を失いたくないという彼女<br>の覚悟を、仲間を護る力に変える代物。
AF_ACCS_KAGURA_02_FILTER_KEYWORD	カグラ
AF_ACCS_POK_ANCIENT_01_EXPR	能力:HP上限・刺突攻撃力・斬撃攻撃力・初期ジュエルアップ、ミネルヴァ・エルキュール・リル＝ウロボロスがジョブ『大陸の観測者』で装備するとマスターアビリティ『白き正義の執行』使用可能(敵を倒すと自身の物攻・素早さアップ（10回まで重複可）)
AF_ACCS_POK_ANCIENT_01_FLAVOR	謂れなき神々に立ち向かう白き正義の執<br>行者の印が刻まれたブローチ。自身の司<br>る七元徳を抱き、間違った神の正義の支<br>配に白き革命を起こさんとする、同志と<br>の強い繋がりを感じさせてくれる。
AF_ACCS_POK_ANCIENT_01_FILTER_KEYWORD	ミネルヴァ,エルキュール,ファントムオブキル,ファンキル
AF_ACCS_ANDECHS_01_EXPR	能力:HP上限・斬撃攻撃力・クリティカル率・ジュエル獲得量アップ、アンデクス・リル＝ウロボロスがジョブ『大陸の観測者』で装備するとマスターアビリティ『「赫閃」イデアール』使用可能(敵に光属性の斬撃攻撃&確率でクリティカル発生&3ターン光属性耐性ダウン&永続で自身の最大ジュエル2倍[射程1,高低差:2])
AF_ACCS_ANDECHS_01_FLAVOR	己の信じた正義の炎に従い、歩みを止め<br>ない騎士の履く長靴。信じた未来の為に<br>険しい道を歩む自身を支えてくれる物と<br>して、手入れを欠かさない。歩んできた<br>遠大な道のりをともに刻んできた物。
AF_ACCS_ANDECHS_01_FILTER_KEYWORD	アンデクス
AF_ACCS_LEYCHEL_01_EXPR	能力:素早さ・命中率・移動高低差・雷属性ユニットの全攻撃アップ、レイチェルもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『珠迅リュージョン』使用可能(自身を中心とした範囲内に素早さ・打撃攻撃力アップかつ射程+1の『バフパネル』を設置&『バフパネル』は一定時間経過で消滅[範囲:正方形1マス,高低差:2])
AF_ACCS_LEYCHEL_01_FLAVOR	しかめっ面だが心優しい魔法学校の生徒<br>が携帯している鞄。郵便屋でのアルバイ<br>ト代を貯金して購入した物である。彼女<br>の友人曰く、人の心の変化に沿った行動<br>をさせる優しさが詰まった物らしい。
AF_ACCS_LEYCHEL_01_FILTER_KEYWORD	レイチェル
AF_ACCS_KUDHANSTEIN_03_EXPR	能力:刺突攻撃力・クリティカル率・沈黙耐性・物攻デバフ軽減アップ、クダンシュタイン(※ver．決戦礼装は使用不可)、クダンシュタインver．舞台版、もしくはジョブ『大陸の観測者』で装備するとマスターアビリティ使用可能、魔鋭槍・暁闇と同時装備で「マップ出現時に自身の物攻・素早さ・全攻撃アップ」
AF_ACCS_KUDHANSTEIN_03_FLAVOR	すべてを守る為に闇の力を選んだ騎士が<br>着用するベルト。闇の力を極限まで高め<br>る為、装備するにも強い意志が必要とさ<br>れる。紡がれた光への信頼と、妨げる者<br>を殲滅する決意が自我を保たせる。
AF_ACCS_KUDHANSTEIN_03_FILTER_KEYWORD	クダンシュタイン,舞台版
AF_ARMS_EVE_01_EXPR	能力:物攻・魔攻・運・火属性ユニットの全攻撃・光属性ユニットの全攻撃アップ、イヴもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『愛の花嫁修行』使用可能(3ターン自身以外の味方に強力なHP自動回復効果&対象が男性ユニットの場合全状態異常耐性アップ&男性かつ光属性ユニットの場合全攻撃アップ&自身の全攻撃・素早さアップ[射程:3,高低差:2]）、イヴが装備すると『フォーエバーガード』使用可能(隣接する味方が火属性ユニットもしくは光属性ユニットの場合隣接する味方の斬撃耐性・魔法耐性アップ）、フレイズが装備すると『騎士の祝杯』使用可能(3ターン自身以外の味方にジュエル自動回復効果&対象が女性ユニットの場合移動力・移動高低差+1&女性かつ火属性ユニットの場合全攻撃アップ&自身の最大HP・全防御アップ&HP上昇分回復[射程:3,高低差:2]）、『ナイトデューティ』使用可能(隣接する味方が火属性ユニットもしくは光属性ユニットの場合隣接する味方の打撃攻撃力・魔法攻撃力アップ）
AF_ARMS_EVE_01_FLAVOR	誠実で純真一途な騎士が部屋の奥で眠ら<br>せている剣。ウェディングケーキに入刀<br>すると、ふたりに降りかかる呪いを祓う<br>という。迷信とは思いつつも、想い人の<br>苦悩を軽くできればと保管している。
AF_ARMS_EVE_01_FILTER_KEYWORD	イヴ,フレイズ
AF_ARMS_QENS_01_EXPR	能力:魔攻・素早さ・最大ジュエル・魔攻デバフ軽減アップ、クェンスもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『「雫刻」ファテリティ』使用可能(自身の行動開始時に消費ジュエル軽減（10回まで重複可）)
AF_ARMS_QENS_01_FLAVOR	現状に諦観を抱く円環の蛇の魔導士が制<br>作した宝珠。時空操術の術式を補佐する<br>為の複雑な魔術が仕組まれている。時空<br>操術が導く、彼の望みうる最良の結果を<br>求め、術式の細かな制御に用いる。
AF_ARMS_QENS_01_FILTER_KEYWORD	クェンス
AF_ACCS_SURUBA_01_EXPR	能力:HP上限・初期ジュエル・魔法耐性・沈黙耐性アップ、スルバもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『赤閃イグニション』使用可能(範囲内の対象に火属性の斬撃攻撃&確率でクリティカル発生&対象が魔法攻撃力ダウン状態の場合3ターン自身にジュエル自動回復効果[射程:4,範囲:菱形2マス,高低差:2])
AF_ACCS_SURUBA_01_FLAVOR	亡き王に赤の剣を託され、女王と意志を<br>ともにする少年のポーチ。腕につけられ<br>るよう自身で改良している。中には火傷<br>の応急処置や炎から身を守る道具等、罪<br>域を生き抜く為の必需品が入っている。
AF_ACCS_SURUBA_01_FILTER_KEYWORD	スルバ
AF_ACCS_IKONA_01_EXPR	能力:最大ジュエル・命中率・射程・魅了属性アップ、イコーナもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『衛層ノエル』使用可能(隣接する味方がいる場合、隣接する味方と自身の全状態異常耐性大幅アップ&範囲攻撃耐性アップ)
AF_ACCS_IKONA_01_FLAVOR	型破りな研究者気質の女性筆頭技師が身<br>につけているカチューシャ。プレゼント<br>配達の効率化の為、必要な地形情報の記<br>録媒体が付加された代物。配達の際の衣<br>装だからという効率優先の選択らしい。
AF_ACCS_IKONA_01_FILTER_KEYWORD	イコーナ,クリスマス
AF_ARMS_ISHUNA_01_EXPR	能力:物攻・器用さ・クリティカル率・命中率アップ、確率で沈黙効果、イシュナで装備するとマスターアビリティ使用可能
AF_ARMS_ISHUNA_01_FLAVOR	性根のまっすぐなユニコーンナイツの盗<br>賊が携帯しているナイフ。小柄な体躯と<br>素早さを活かせる武器として、今は亡き<br>初代団長から贈られた。当時から変わら<br>ず、仲間と進む道を切り開いてきた物。
AF_ARMS_ISHUNA_01_FILTER_KEYWORD	イシュナ,クリスマス
AF_ACCS_KAYA_03_EXPR	能力：最大ジュエル・魔攻・命中率・攻撃禁止耐性アップ、カヤもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『機竜紅灯・天命砕き』使用可能(敵に火属性の魔法攻撃&威力は対象の物攻により変動&HPを吸収[射程:4,高低差:2])
AF_ACCS_KAYA_03_FLAVOR	ロードマスターを裏で支えようとした紅<br>竜姫の遺跡調査書。数々の遺跡調査の結<br>果、推測するに到った隠された錬金術の<br>歴史を暗号で記録してある。違う道で正<br>義を貫く友の為に保管されている物。
AF_ACCS_KAYA_03_FILTER_KEYWORD	カヤ
AF_ACCS_KOF_01_EXPR	能力:HP上限・会心・光属性ユニットの全攻撃・闇属性ユニットの全攻撃アップ、KOFコラボユニットもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『クイックムーヴ』使用可能(自身のCTアップ&1ターン移動力+2)
AF_ACCS_KOF_01_FLAVOR	ＫＯＦ初代チャンピオンを名乗るアント<br>ノフが主催したＫＯＦのキーホルダー。<br>販売されたか定かではないグッズのひと<br>つ。伝統を感じることで所持者の精神を<br>高揚させ、キレのある動きをもたらす。
AF_ACCS_KOF_01_FILTER_KEYWORD	テリー・ボガード,八神庵,KOF,THE KING OF FIGHTERS 14,ザ・キング・オブ・ファイターズ
AF_ACCS_KOF_02_EXPR	能力:初期ジュエル・素早さ・火属性ユニットの全攻撃・水属性ユニットの全攻撃アップ、KOFコラボユニットもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『ファイターエナジー』使用可能(自身のHPを割合回復)
AF_ACCS_KOF_02_FLAVOR	バベル大陸で開催されたＫＯＦで観客に<br>配られたリストバンド。特殊な製法の品<br>で、吸汗速乾性が非常に高い。格闘家た<br>ちへの応援に熱が入り、熱気のこもった<br>会場で汗を拭う観客の必需品となった。
AF_ACCS_KOF_02_FILTER_KEYWORD	不知火舞,クーラ・ダイアモンド,KOF,THE KING OF FIGHTERS 14,ザ・キング・オブ・ファイターズ
AF_ARMO_ACHAD_01_EXPR	能力:HP上限・範囲攻撃力・単体攻撃耐性・死の宣告耐性アップ、アハト・アハト（舞台版）がジョブ『七闘術師』・『七闘戒師』・『七闘戒師【真解】』で装備するとマスターアビリティ『装束錬金』使用可能、不抑の眼帯と同時装備で『マップ出現時に全攻撃・範囲攻撃力・リアクション阻止耐性アップ』
AF_ARMO_ACHAD_01_FLAVOR	かつてコロッセオの剣奴であった少女を<br>飾る純白のワンピース。奴隷として生き<br>ていた当時は、興行の為の傀儡であった<br>が、自分なりに生きること、戦うことの<br>意義を忘れぬように自戒としている。
AF_ARMO_ACHAD_01_FILTER_KEYWORD	アハト
AF_ARMS_MARE_01_EXPR	能力:魔攻・闇属性ユニットの全攻撃・毒効果ターン・睡眠属性アップ、メアもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『ナイトメアエコー』使用可能（敵に闇属性の魔法攻撃&発動前に2ターン魔攻を吸収[射程:4,高低差:2]）
AF_ARMS_MARE_01_FLAVOR	魔法の才能を持つ少女が、人形とともに<br>手にしている杖。自分を家族として受け<br>入れてくれた組織の、尊敬する人や仲間<br>を守りたいという気持ちに反応して、彼<br>女の魔法の効果を高めてくれる物。
AF_ARMS_MARE_01_FILTER_KEYWORD	メア,イーラ,正月
AF_ACCS_ZEX_01_EXPR	能力:HP上限・クリティカル率・単体攻撃力・光属性ユニットの全攻撃アップ、ゼクスもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ「『狂迅』インプロ」使用可能(マップ出現後2ターン自身の全状態異常耐性大幅アップ&1回回避するまで魔法回避率大幅アップ)、冒涜の狂爪と同時装備で『マップ出現時に物攻・素早さ・全攻撃・回避率アップ』
AF_ACCS_ZEX_01_FLAVOR	あらゆる役をこなす道化の靴。神を純粋<br>に信じてきた男にとって、手にした力は<br>その道を逆転させるものとなった。その<br>後の彼の歩んだ道は無色になったが、偽<br>りに彩られた歩みは止まることがない。
AF_ACCS_ZEX_01_FILTER_KEYWORD	ゼクス
AF_ACCS_YOMI_01_EXPR	能力:HP上限・運・闇属性ユニットの全攻撃・風属性ユニットの全攻撃・不死者特効補正アップ、ヨミもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『風雪の月舞』使用可能(敵に風属性の魔法攻撃&威力は使用者と対象の運により変動&2ターン自身の運2倍&対象が運ダウン状態の場合威力大幅アップ[射程:4,高低差:2])ジンで装備するとマスターアビリティ『影雪の銀閃』使用可能(敵にシールド無視の闇属性斬撃攻撃&シールドを破壊[射程:6,高低差:6])
AF_ACCS_YOMI_01_FLAVOR	籠紫の血を引く兄が妹に贈った番傘。職<br>人が意匠と実用性にこだわった物で、色<br>合いが美しく、傘の中にいると僅かに暖<br>かい。妹が少しでも幸せでいられるよう<br>にという兄の願いがこめられている。
AF_ACCS_YOMI_01_FILTER_KEYWORD	ヨミ,正月
AF_ARMS_UGACHI_01_EXPR	能力:物攻・器用さ・火属性ユニットの全攻撃アップ、ウガチがジョブ『刃狐の絶剣』で装備するとマスターアビリティ使用可能
AF_ARMS_UGACHI_01_FLAVOR	文武両道の鬼掃隊“刃狐”弐番隊隊長が<br>振るう刀。必ず鬼を討つという意志のも<br>とに、自身の技に合う刀を探し求めた結<br>果出会った名刀。一族に伝わる技との相<br>性が良く、いかなる物も穿つとされる。
AF_ARMS_UGACHI_01_FILTER_KEYWORD	ウガチ
AF_ARMS_CELES_01_EXPR	能力:物攻・素早さ・治癒力・クリティカル率アップ、セリスがジョブ『刃狐の緋剣』で装備するとマスターアビリティ使用可能
AF_ARMS_CELES_01_FLAVOR	人の命を繋ぐ食に重きを置く鬼掃隊“刃<br>狐”総長が振るう刀。鬼を討つ刀を専門<br>とする鍛冶師により、長い時を掛けて鍛<br>え上げられた。技を素早く繰り出すこと<br>ができるように軽量化された名刀。
AF_ARMS_CELES_01_FILTER_KEYWORD	セリス
AF_ARMS_TANOSUKE_01_EXPR	能力:物攻・回避率・斬撃攻撃力・ジュエル獲得量アップ、タノスケがジョブ『刃狐の風剣』で装備するとマスターアビリティ『昇風印』使用可能(自身のジュエルを回復&3ターン自身の素早さアップ)
AF_ARMS_TANOSUKE_01_FLAVOR	飄々とした鬼掃隊“刃狐”参番隊隊長が<br>振るう刀。鬼を討つ刀を専門とする鍛冶<br>師に注文をつけた、特殊な作りの刀。自<br>身の術を刃にまとわせる負荷にも耐え、<br>鋭い斬撃を浴びせることができる。
AF_ARMS_TANOSUKE_01_FILTER_KEYWORD	タノスケ
AF_ACCS_THOL_04_EXPR	能力:魔攻・魔防・対人特効・闇属性ユニットの全攻撃アップ、ソルもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ「『志向』メソスフィア」使用可能(マップ出現後3ターン自身への魔攻バフ強化&命中率・全状態異常耐性アップ)
AF_ACCS_THOL_04_FLAVOR	ロストブルーに空を取り戻すと誓う青年<br>のストール。それは青空の下で何気ない<br>日常を過ごすという義眼の少女と夢見た<br>世界で身につけていた。ほのかに暖かい<br>のは、外を歩き太陽光を浴びた証。
AF_ACCS_THOL_04_FILTER_KEYWORD	ソル
AF_ACCS_BIANCA_01_EXPR	能力:HP上限・範囲攻撃耐性・魔法攻撃力・回復無効耐性アップ、ビアンカもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ「『白閃』トワイライト」使用可能(敵に光属性の魔法攻撃&CTを0にする&対象が状態異常の場合威力大幅アップ[射程:4,高低差:2])
AF_ACCS_BIANCA_01_FLAVOR	分かたれた存在が識らない自分自身を識<br>る代わりに、力を置いてきた少女が身に<br>つける髪飾り。人の身では踏み込めない<br>罪域の狭間で、マギルを受けて咲くと言<br>われる花があしらわれている。
AF_ACCS_BIANCA_01_FILTER_KEYWORD	ビアンカ
AF_ACCS_NIMURU_01_EXPR	能力:物攻・魔攻・素早さ・スタン耐性アップ、ニムルもしくはワギナオで装備するとマスターアビリティ使用可能
AF_ACCS_NIMURU_01_FLAVOR	錬金術を生み出したセフィラの民の族長<br>が身につけているリング。特殊な製法で<br>作られた円環は、周囲のマギルを吸い上<br>げ、純度の高いものに練り上げる。術の<br>威力をより凄まじいものに変える代物。
AF_ACCS_NIMURU_01_FILTER_KEYWORD	ニムル
AF_ACCS_LOGI_01_EXPR	能力:素早さ・回避率・ジュエル獲得量・毒耐性アップ、ロギ、ティナ、リル＝ウロボロスがジョブ『大陸の観測者』で装備するとマスターアビリティ『蒼き恵風』使用可能（3ターン自身の全パラメータ大幅アップ&自身を中心とした範囲内の味方の全パラメータアップ[範囲:正方形1マス,高低差:2]）(※ver．決戦礼装は使用不可)
AF_ACCS_LOGI_01_FLAVOR	愛しき世界を守る為に剣を振るう騎士が<br>パーティで着用しているグローブ。名高<br>い職人が正装に合わせて、上質な生地で<br>作った特注品である。緊急時にも剣が振<br>りやすいように柔軟性を意識した作り。
AF_ACCS_LOGI_01_FILTER_KEYWORD	ロギ,ティナ
AF_ACCS_ELIZABETH_01_EXPR	能力:HP上限・スタン耐性・火属性耐性アップ、ジュエル自動回復効果、エリザベスもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『エキサイトフレグランス』使用可能(2ターン味方に強制的に狂化効果（狂化状態中は素早さ2倍&物攻・魔攻・獲得ジュエル大幅アップ&移動力+2）[射程:4,高低差:2]
AF_ACCS_ELIZABETH_01_FLAVOR	母の病気を治す為に薬の開発をしてきた<br>美女の試作品。治療薬を開発する中で生<br>まれた派生品で、食べると身体能力を最<br>大まで引き出すことが可能だが、一時的<br>に狂暴になってしまう代償がある模様。
AF_ACCS_ELIZABETH_01_FILTER_KEYWORD	エリザベス,バレンタイン
AF_ACCS_MARGARET_01_EXPR	能力:初期ジュエル・素早さ・範囲攻撃耐性アップ&消費ジュエル軽減、マーガレットもしくはジョブ『大陸の観測者』で装備するとマスターアビリティ『ハートスパイクハイ』使用可能(敵にジュエルダメージ&与えたジュエルダメージの1．5倍を吸収&威力は自身と対象の運により変動[射程:5(延長可),高低差:無制限])
AF_ACCS_MARGARET_01_FLAVOR	アイドルのような振る舞いが客を虜にす<br>る商人の身につけているマフラー。寒い<br>土地での行商をする彼女の身を案じたエ<br>リザベスが選んでくれた物。それは身体<br>も心も温めてくれるお気に入りの品。
AF_ACCS_MARGARET_01_FILTER_KEYWORD	マーガレット,バレンタイン
