QE_TM_POT_LIM_LV1	ステージ効果：物攻マイナス補正、魔攻プラス補正

QE_EV_CLEAR_IMPOSSIBLE_10	攻略のヒント：<br>『監視主任』は「監視員」をすべて倒すと撤退する。<br>『警備ロボ』は「1ターン物防・魔防大幅ダウン」の効果の『制圧スル』を使用し、追加行動で「永続でマップ全域の味方の素早さアップ（5回まで重複）」の『加速装置』を使用する。<br>『警備ロイド』が使用するスキルは、「発動前に1ターン打撃耐性を0にする&致死ダメージを受けても生存する確率大幅ダウン」の効果がある。
QE_MULTI_CLEAR_IMPOSSIBLE_10	攻略のヒント：<br>『監視主任』は「監視員」をすべて倒すと撤退する。<br>『警備ロボ』は「1ターン物防・魔防大幅ダウン」の効果の『制圧スル』を使用し、追加行動で「永続でマップ全域の味方の素早さアップ（5回まで重複）」の『加速装置』を使用する。<br>『警備ロイド』が使用するスキルは、「発動前に1ターン打撃耐性を0にする&致死ダメージを受けても生存する確率大幅ダウン」の効果がある。

QE_EV_ESTELA_02	敗北条件：エステラが倒される
QE_EV_ESTELA_03	敗北条件：エステラが倒される

QE_EV_DRAGONGOD_0302_05	勝利条件：NPC(ワギナオ)が『目的座標』に到達する、もしくは敵ユニットを全て倒す<br>敗北条件：NPC(ワギナオ)が倒される
QE_EV_DRAGONGOD_0302_07	勝利条件：『リンドレイク？』のHPを一定値以下に減らす
QE_EV_DRAGONGOD_0302_PQ_NO	・『海の魔物』はリアクションで「全区分攻撃のダメージを割合軽減」する<br>・『グリーンリザード』は出現時に「自身に強制的に鈍足効果（鈍足状態中は命中率アップ&全状態異常耐性大幅アップ）」効果があるスキルを使用する<br>・『ウズシオマル』は出現時にマップ上にいる『グリーンリザード』をかばう<br>・『レッドウルフ』は移動力が6で、《アルケミィダウン》を付与するスキルを使用することがある<br>・『射程・移動力メタルラットン』はプレイヤー側のユニット全員に「永続の射程+1&移動力+1」を付与した後すぐに撤退する<br>・『射程・移動力メタルラットン』は自身の行動後すぐに撤退するが「リアクションアビリティを2回発動」させると撃破できる。その時にそれぞれ対応した『ラットンクリスタル』が破壊される<br>・『防衛クリスタル』はクリアまで残った数に応じてミッションポイントを獲得できる。味方と同じようにHP回復も可能<br>・『区分耐性ダウンクリスタル』は高い範囲攻撃耐性を持っているが、破壊することで敵側のユニット全員に「1ターン全区分耐性大幅ダウン」効果がある
QE_EV_DRAGONGOD_0302_PQ_HA	・『海の魔物』はリアクションで「全区分攻撃のダメージを割合軽減」する<br>・『グリーンリザード』は出現時に「自身に強制的に鈍足効果（鈍足状態中は命中率アップ&全状態異常耐性大幅アップ）」効果があるスキルを使用する<br>・『ウズシオマル』は出現時にマップ上にいる『グリーンリザード』をかばう<br>・『レッドウルフ』は移動力が6で、《アルケミィダウン》を付与するスキルを使用することがある<br>・『射程・移動力メタルラットン』はプレイヤー側のユニット全員に「永続の射程+1&移動力+1」を付与した後すぐに撤退する<br>・『射程・移動力メタルラットン』は自身の行動後すぐに撤退するが「リアクションアビリティを2回発動」させると撃破できる。その時にそれぞれ対応した『ラットンクリスタル』が破壊される<br>・『防衛クリスタル』はクリアまで残った数に応じてミッションポイントを獲得できる。味方と同じようにHP回復も可能<br>・『区分耐性ダウンクリスタル』は高い範囲攻撃耐性を持っているが、破壊することで敵側のユニット全員に「1ターン全区分耐性大幅ダウン」効果がある
QE_EV_DRAGONGOD_0302_PQ_EX	・『海の魔物』はリアクションで「全区分攻撃のダメージを割合軽減」する<br>・『グリーンリザード』は出現時に「自身に強制的に鈍足効果（鈍足状態中は命中率アップ&全状態異常耐性大幅アップ）」効果があるスキルを使用する<br>・『ウズシオマル』は出現時にマップ上にいる『グリーンリザード』をかばう<br>・『レッドウルフ』は移動力が6で、《アルケミィダウン》を付与するスキルを使用することがある<br>・『射程・移動力メタルラットン』はプレイヤー側のユニット全員に「永続の射程+1&移動力+1」を付与した後すぐに撤退する<br>・『射程・移動力メタルラットン』は自身の行動後すぐに撤退するが「リアクションアビリティを3回発動」させると撃破できる。その時にそれぞれ対応した『ラットンクリスタル』が破壊される<br>・『防衛クリスタル』はクリアまで残った数に応じてミッションポイントを獲得できる。味方と同じようにHP回復も可能<br>・『区分耐性ダウンクリスタル』は高い範囲攻撃耐性を持っているが、破壊することで敵側のユニット全員に「1ターン全区分耐性大幅ダウン」効果がある

QE_EV_ESTELA_AF_ARMS_ESTELA_02	このクエストは傲慢までの扉をMasterし、開眼霊装をLv15まで強化した状態での攻略を推奨します。<br>◆おすすめ武具<br>『魔霊魔札』『会霊魔札』『撃霊魔札』
QE_EV_ESTELA_AF_ARMO_ESTELA_02	このクエストは傲慢までの扉をMasterし、開眼霊装をLv15まで強化した状態での攻略を推奨します。<br>◆おすすめ武具<br>『速霊魔札』『会霊魔札』『撃霊魔札』
QE_EV_ESTELA_AF_ACCS_ESTELA_02	このクエストは傲慢までの扉をMasterし、開眼霊装をLv15まで強化した状態での攻略を推奨します。<br>◆おすすめ武具<br>『魔霊魔札』『反霊魔札』『撃霊魔札』
QE_EV_ESTELA_AF_ARMS_ESTELA_03	このクエストは傲慢までの扉をMasterし、開眼霊装をLv15まで強化した状態での攻略を推奨します。<br>◆おすすめ武具<br>『速霊魔札』『反霊魔札』『延霊魔札』<br>『ボムラットン』は『赤のコード』『青のコード』『緑のコード』を撃破することで倒すことが可能となる。
QE_EV_ESTELA_AF_ARMO_ESTELA_03	このクエストは傲慢までの扉をMasterし、開眼霊装をLv15まで強化した状態での攻略を推奨します。<br>◆おすすめ武具<br>『堅霊魔札』『反霊魔札』『撃霊魔札』
QE_EV_ESTELA_AF_ACCS_ESTELA_03	このクエストは傲慢までの扉をMasterし、開眼霊装をLv15まで強化した状態での攻略を推奨します。<br>◆おすすめ武具<br>『堅霊魔札』『宝霊魔札』『延霊魔札』<br>『最古の機械人形』はマップ出現時には石化しており、石化状態中は全防御が大幅アップしているためほとんどダメージを与えられない。<br>『悪の考古学者』は一定のダメージを受けた場合『最古の機械人形』の石化を解除し撤退する。<br>『悪の考古学者』は特定の位置に移動した場合『最古の機械人形』の石化を解除したあと倒れる。

QE_EV_MT3_ABYSS_01	<color=yellow>『トランぺッター』</color><br>プレイヤーが4回攻撃を受けるごとに『神恩のラッパ』と『魔縁のラッパ』をパーティ編成で左側に編成されているユニットに順に使用する。プレイヤーユニット全体で攻撃を受けた回数は共有しているため範囲攻撃でまとまってダメージを受けないように配置に気を付けよう。また連続攻撃を受けた場合は複数回攻撃を受けたことになるので注意しよう。<br><br>『マハラギダイン』『マハブフダイン』『マハジオダイン』『マハザンダイン』は味方に同じ属性の属性耐性をアップさせるバフをかけることでダメージを大幅に下げることが可能だ。<br><br>HPが一定以下になると『メギドラオン』を使用してくる。『メギドラオン』は味方に全属性耐性をアップさせるバフをかけることでダメージを大幅に下げることが可能だ。<br><br><color=yellow>『トール』</color><br><br>攻撃を2回受けるたびに『デカジャ』と『気合い』を使用する。連続攻撃を受けた場合は複数回攻撃を受けたことになるので注意しよう。<br>敵の『気合い』にはCTを50増加する効果もあるため、攻撃するタイミングに気を付けよう。<br><br>味方に物防・魔防・命中率・回避率をアップさせるバフをかけておくことでダメージを大幅に下げることが可能だ。<br><br>敵に単体攻撃力・範囲攻撃力・単体攻撃耐性・範囲攻撃耐性・素早さ・命中率・回避率をダウンさせるデバフをかけておくことでダメージを大幅に下げることが可能だ。<br>両方のバフとデバフを維持して戦おう。

QE_EV_MT3_ABYSS_02	<br>何かとてつもなく嫌な感じがする…。<br><br><color=yellow>※『ティターニア』『ジャアクフロスト』『クー・フーリン』『ケルベロス』は無制限に出現します。</color>

QE_EV_2022CP_GHOST_BUSTER_01	夏の夜に出現した凶悪なおばけを退治しよう！<br>『おばけ』は射程1の攻撃しか持っていないが、一撃でやられてしまうので囲まれないように気をつけよう！<br><br>リズベットの通常攻撃は『おばけ』を大きくノックバックして、1ターンの間自分の移動力を+1する効果がついているぞ！
QE_EV_2023CP_GHOST_BUSTER_01	夏の夜に出現した凶悪なおばけを退治しよう！<br>『おばけ』は射程1の強力な攻撃や一定ターン後に沈黙状態にしてくるので気をつけよう！<br><br>リズベットの通常攻撃は『おばけ』を大きくノックバックして、1ターンの間自分の移動力を+1する効果がついているぞ！
QE_EV_2024CP_GHOST_BUSTER_01	夏の夜に出現した凶悪なおばけを退治しよう！<br>『おばけ』は射程1の強力な攻撃や1ターン移動禁止効果、一定ターン後に沈黙状態にしてくるので気をつけよう！<br><br>リズベットの通常攻撃は『おばけ』を大きくノックバックして、1ターンの間自分の移動力を+1する効果がついているぞ！

QE_ST_NO_070001	敗北条件：ディオスが倒される。
QE_ST_NO_070002	敗北条件：ディオスが倒される。
QE_ST_NO_070003	敗北条件：ディオスが倒される。
QE_ST_NO_070004	勝利条件：『アニム』のHPを一定値以下に減らす<br>パネル『落ち着ける場所』に乗っている間は命中率が大幅に上がる。
QE_ST_NO_070005	敗北条件：ディオスが倒される。
QE_ST_NO_070006	敗北条件：ディオスが倒される。
QE_ST_NO_070007	敗北条件：ディオスが倒される。
QE_ST_NO_070008	敗北条件：ディオスが倒される。
QE_ST_NO_070009	敗北条件：ディオスが倒される。
QE_ST_NO_070010	敵の攻撃は非常に強力なので、索敵範囲に入らないようにパネル『目的地』を目指そう。
QE_ST_NO_070011	敗北条件：ディオスが倒される。
QE_ST_NO_070012	敗北条件：ディオスが倒される。
QE_ST_NO_070013	敗北条件：ディオスが倒される。
QE_ST_NO_070014	敗北条件：ディオスが倒される。
QE_ST_NO_070015	敗北条件：ディオスが倒される。<br>『巨大化ジャム』『ジャム』はリアクションで物理ダメージを軽減する。
QE_ST_NO_070016	【出撃不可】<br>ユニット：ディオス<br>『巨大化ジャム』『ジャム』はリアクションで物理ダメージを軽減する。
QE_ST_NO_070017	敗北条件：ディオスが倒される。
QE_ST_NO_070018	敗北条件：ディオスが倒される。<br>『巨大化ジャム』『ジャム』はリアクションで物理ダメージを軽減する。
QE_ST_NO_070019	勝利条件：『？？？』のHPを一定値以下に減らす<br>『？？？』が『聖剣エクスカリバー』から離れるほど攻撃を当てやすくなる。
QE_ST_NO_070020	勝利条件：『？？？』のHPを一定値以下に減らす<br>『？？？』が『聖剣エクスカリバー』から離れるほど攻撃を当てやすくなる。
QE_ST_NO_070021	勝利条件：『バシーニ』のHPを一定値以下に減らす<br>『バシーニ』が『聖剣エクスカリバー』から離れるほど攻撃を当てやすくなる。
QE_ST_NO_070022	勝利条件：『バシーニ』のHPを一定値以下に減らす<br>『バシーニ』が『聖剣エクスカリバー』から離れるほど攻撃を当てやすくなる。
QE_ST_NO_070024	勝利条件：『バシーニ』のHPを一定値以下に減らす<br>『バシーニ』が『聖剣エクスカリバー』から離れるほど攻撃を当てやすくなる。
QE_ST_NO_070025	勝利条件：『バシーニ』のHPを一定値以下に減らす<br>『バシーニ』が『聖剣エクスカリバー』から離れるほど攻撃を当てやすくなる。
QE_ST_NO_070026	勝利条件：『バシーニ』のHPを一定値以下に減らす<br>『バシーニ』が『聖剣エクスカリバー』から離れるほど攻撃を当てやすくなる。
QE_ST_NO_070027	勝利条件：『バシーニ』のHPを一定値以下に減らす<br>『バシーニ』が『聖剣エクスカリバー』から離れるほど攻撃を当てやすくなる。
QE_ST_NO_070028	敗北条件：ディオスが倒される。
QE_ST_NO_070029	敗北条件：ディオスが倒される。
QE_ST_NO_070030	敗北条件：ディオスが倒される。<br><color=yellow>ユニットレベル97以上推奨</color><br>『ヴェルミオ』はHPを一定値以下に減らすと『アルケミィ開放』で強化される。<br>『骸』はリアクション『気合を入れろ！』で「マップ内の敵全てに1ターン範囲攻撃耐性アップ(重複可)」効果を与える。

QE_EV_CANON_LINK_03	勝利条件：『巨大獣＜トロス＞』のHPを一定値以下に減らす<br>敗北条件：『巨大獣＜トロス＞』が前進する
QE_EV_CANON_LINK_04	勝利条件：『バシーニ』のHPを一定値以下に減らす<br>『バシーニ』が『聖剣エクスカリバー』から離れるほど攻撃を当てやすくなる。
QE_EV_CANON_LINK_05	勝利条件：『巨大獣＜トロス＞』のHPを一定値以下に減らす
QE_EV_CANON_LINK_EX_SP	攻略のヒント：<br>敵は全体的に攻撃力が高く、特に『巨大獣＜トロス＞』の『岩石飛ばし』は射程も長いので注意。
QE_EV_CANON_LINK_EX_SP2	攻略のヒント：<br>敵は全体的に攻撃力が高く、特に『巨大獣＜トロス＞』の『岩石飛ばし』は射程も長いので注意。
QE_MULTI_CANON_LINK_EX_SP	攻略のヒント：<br>敵は全体的に攻撃力が高く、特に『巨大獣＜トロス＞』の『岩石飛ばし』は射程も長いので注意。
QE_MULTI_CANON_LINK_EX_SP2	攻略のヒント：<br>敵は全体的に攻撃力が高く、特に『巨大獣＜トロス＞』の『岩石飛ばし』は射程も長いので注意。
QE_EV_BABEL_CHERYL_CC	攻略のヒント：<br>『ケルベロス』以外の敵ユニットは射程延長可能なスキルを持っている。<br>『AJ4000』と『ケルベロス』はクロックアップ特効のスキルを持っている。<br>『AJ7000』は魔防がとても高く、魔防参照のスキルを使用する。<br>『ケルべロス』は敵ユニットの数が一定以下になると、「自身の状態異常を無効化かつ全攻撃大幅アップ」のスキルを使用して、行動を開始する。

QE_EV_ADVANCE_MABEL_EVENT_NO_02	敗北条件：NPC(メイベル)が倒される
QE_EV_ADVANCE_MABEL_EVENT_NO_03	『メイベル』は倒すことができない。
QE_EV_ADVANCE_MABEL_EVENT_NO_04	敗北条件：NPC(メイベル)が倒される
QE_EV_ADVANCE_MABEL_EVENT_NO_04_02	敗北条件：NPC(メイベル)が倒される
QE_EV_ADVANCE_MABEL_EVENT_NO_05	勝利条件：敵を全滅させる、もしくはNPC(メイベル)がパネル『装置の前』に到達する<br>敗北条件：NPC(メイベル)が倒される

QE_EV_TRS_01_01	敗北条件：NPC(メイベル)が倒される
QE_EV_TRS_01_02	敗北条件：NPC(メイベル)が倒される、もしくは花垣武道が倒される
QE_EV_TRS_01_03	敗北条件：花垣武道が倒される
QE_EV_TRS_01_04	敗北条件：花垣武道が倒される
QE_EV_TRS_01_05	敗北条件：花垣武道が倒される
QE_EV_TRS_01_06	敗北条件：花垣武道が倒される
QE_EV_TRS_01_07	敗北条件：花垣武道が倒される<br>『魔人』のスキルは射程が非常に長いので注意。
QE_EV_TRS_01_EX	ガンナーとスナイパーは射程が長いので注意。
QE_EV_TRS_01_EX_SP	全ての敵には<怠惰>特効が有効<br>『魔人』のスキルは全て射程が長く「防御無視&女性特効」効果がある。<br>『魔人格闘兵・対魔法型』はクエスト開始直後に『魔法バリア』で「自身に1回まで一定の魔法ダメージを軽減するシールド（シールドはターン経過で復活）」を使用する。また『アタックチャージ』は「自身のCTアップ&1ターン物攻アップ」効果がある。<br>『黒騎士』のスキル『報復の刃・クロックアップ吸収』『ソウルサクリファイス・クロックアップ吸収』はどちらも「対象がクロックアップ状態の場合威力大幅アップかつ自身に強力なクロックアップ効果(強力なクロックアップ状態中は全防御大幅アップ)」効果がある。
QE_EV_TRS_01_EX_SP2	全ての敵には<怠惰>特効が有効<br>『魔人』のスキルは全て射程が長く「防御無視&女性特効」効果がある。<br>『魔人格闘兵・対魔法型』はクエスト開始直後に『魔法バリア』で「自身に1回まで一定の魔法ダメージを軽減するシールド（シールドはターン経過で復活）」を使用する。また『アタックチャージ』は「自身のCTアップ&1ターン物攻アップ」効果がある。<br>『黒騎士』のスキル『報復の刃・クロックアップ吸収』『ソウルサクリファイス・クロックアップ吸収』はどちらも「対象がクロックアップ状態の場合威力大幅アップかつ自身に強力なクロックアップ効果(強力なクロックアップ状態中は全防御大幅アップ)」効果がある。
QE_MULTI_TRS_01_EX	ガンナーとスナイパーは射程が長いので注意。
QE_MULTI_TRS_01_EX_SP	全ての敵には<怠惰>特効が有効<br>『魔人』のスキルは全て射程が長く「防御無視&女性特効」効果がある。<br>『魔人格闘兵・対魔法型』はクエスト開始直後に『魔法バリア』で「自身に1回まで一定の魔法ダメージを軽減するシールド（シールドはターン経過で復活）」を使用する。また『アタックチャージ』は「自身のCTアップ&1ターン物攻アップ」効果がある。<br>『黒騎士』のスキル『報復の刃・クロックアップ吸収』『ソウルサクリファイス・クロックアップ吸収』はどちらも「対象がクロックアップ状態の場合威力大幅アップかつ自身に強力なクロックアップ効果(強力なクロックアップ状態中は全防御大幅アップ)」効果がある。
QE_MULTI_TRS_01_EX_SP2	全ての敵には<怠惰>特効が有効<br>『魔人』のスキルは全て射程が長く「防御無視&女性特効」効果がある。<br>『魔人格闘兵・対魔法型』はクエスト開始直後に『魔法バリア』で「自身に1回まで一定の魔法ダメージを軽減するシールド（シールドはターン経過で復活）」を使用する。また『アタックチャージ』は「自身のCTアップ&1ターン物攻アップ」効果がある。<br>『黒騎士』のスキル『報復の刃・クロックアップ吸収』『ソウルサクリファイス・クロックアップ吸収』はどちらも「対象がクロックアップ状態の場合威力大幅アップかつ自身に強力なクロックアップ効果(強力なクロックアップ状態中は全防御大幅アップ)」効果がある。

QE_EV_TRS_EX_01	攻略のヒント：<br>・赤色の『AJ5000』が使用するスキル『自爆』は、プレイヤーユニットに大ダメージを与える。<br>・緑色の『AJ5000』は1ターン受ける攻撃の区分耐性をアップさせるリアクションアビリティを所持している。
QE_MULTI_TRS_EX_01	攻略のヒント：<br>・赤色の『AJ5000』が使用するスキル『自爆』は、プレイヤーユニットに大ダメージを与える。<br>・緑色の『AJ5000』は1ターン受ける攻撃の区分耐性をアップさせるリアクションアビリティを所持している。
QE_EV_TRS_EX_02	攻略のヒント：<br>『ガーゴイル』は遠距離からの攻撃を受けた場合に自身の全防御を大幅にアップさせるリアクションアビリティを所持しているため菱形2マス以内から攻撃しよう。
QE_MULTI_TRS_EX_02	攻略のヒント：<br>『ガーゴイル』は遠距離からの攻撃を受けた場合に自身の全防御を大幅にアップさせるリアクションアビリティを所持しているため菱形2マス以内から攻撃しよう。
QE_EV_TRS_EX_03	攻略のヒント：<br>『ホロウ・アイ』はクエスト開始時に、プレイヤーユニット全体のHPを1にするスキルを使用する。また、遠距離からの攻撃を受けた場合に自身の全防御を大幅にアップさせるリアクションアビリティを所持しているため菱形2マス以内から攻撃しよう。
QE_MULTI_TRS_EX_03	攻略のヒント：<br>『ホロウ・アイ』はクエスト開始時に、プレイヤーユニット全体のHPを1にするスキルを使用する。また、遠距離からの攻撃を受けた場合に自身の全防御を大幅にアップさせるリアクションアビリティを所持しているため菱形2マス以内から攻撃しよう。
QE_EV_TRS_EX_04	攻略のヒント：<br>『スナイパー』は位置が遠いほどダメージがアップするため、敵の位置に注意が必要。
QE_MULTI_TRS_EX_04	攻略のヒント：<br>『スナイパー』は位置が遠いほどダメージがアップするため、敵の位置に注意が必要。
QE_EV_TRS_EX_05	攻略のヒント：<br>『ウズシオマル』はジュエルが一定になると強力なスキルを使用する。
QE_MULTI_TRS_EX_05	攻略のヒント：<br>『ウズシオマル』はジュエルが一定になると強力なスキルを使用する。

QE_EV_GET_ARMO_COLLABO_ENV_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・羅阿素斗利主外套：シルマ<br>・数路宇素珠多印外套：アルベル<br>・留諏斗武流愚外套：アルマ<br>・具羅斗似意押忍外套：イレーネ<br>・倶李異努大駆外套：オライオン<br>・叉我外套：ヴォダ<br>・輪蛇津美外套：レン<br>・鎖葉駆外套：カルラ<br>・乃斬武羅射土外套：ラキナ<br>・路数斗武流外套：アインツ
QE_EV_GET_ARMO_COLLABO_WRA_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ヴェテル<br>・数路宇素珠多印外套：リュイ<br>・留諏斗武流愚外套：リズベット<br>・具羅斗似意押忍外套：ラウラ<br>・倶李異努大駆外套：ランハオ<br>・叉我外套：ティナ<br>・輪蛇津美外套：チハヤ<br>・鎖葉駆外套：バルト<br>・乃斬武羅射土外套：カダノバ<br>・路数斗武流外套：アハト
QE_EV_GET_ARMO_COLLABO_SLO_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ナタリー<br>・羅阿素斗利主外套：スピカ<br>・留諏斗武流愚外套：リズベット<br>・具羅斗似意押忍外套：イレーネ<br>・倶李異努大駆外套：オライオン<br>・叉我外套：ティナ<br>・輪蛇津美外套：レン<br>・鎖葉駆外套：バルト<br>・乃斬武羅射土外套：ラキナ<br>・路数斗武流外套：アインツ
QE_EV_GET_ARMO_COLLABO_LUS_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ヴェテル<br>・羅阿素斗利主外套：シルマ<br>・数路宇素珠多印外套：リュイ<br>・具羅斗似意押忍外套：ラウラ<br>・倶李異努大駆外套：ランハオ<br>・叉我外套：ティナ<br>・輪蛇津美外套：チハヤ<br>・鎖葉駆外套：カルラ<br>・乃斬武羅射土外套：カダノバ<br>・路数斗武流外套：アハト
QE_EV_GET_ARMO_COLLABO_GLU_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ナタリー<br>・羅阿素斗利主外套：スピカ<br>・数路宇素珠多印外套：アルベル<br>・留諏斗武流愚外套：アルマ<br>・倶李異努大駆外套：オライオン<br>・叉我外套：ヴォダ<br>・輪蛇津美外套：チハヤ<br>・鎖葉駆外套：カルラ<br>・乃斬武羅射土外套：ラキナ<br>・路数斗武流外套：アインツ
QE_EV_GET_ARMO_COLLABO_GRE_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ヴェテル<br>・羅阿素斗利主外套：シルマ<br>・数路宇素珠多印外套：リュイ<br>・留諏斗武流愚外套：リズベット<br>・具羅斗似意押忍外套：イレーネ<br>・叉我外套：ヴォダ<br>・輪蛇津美外套：レン<br>・鎖葉駆外套：バルト<br>・乃斬武羅射土外套：カダノバ<br>・路数斗武流外套：アハト
QE_EV_GET_ARMO_COLLABO_SAG_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ナタリー<br>・羅阿素斗利主外套：スピカ<br>・数路宇素珠多印外套：アルベル<br>・留諏斗武流愚外套：アルマ<br>・具羅斗似意押忍外套：ラウラ<br>・倶李異努大駆外套：ランハオ<br>・輪蛇津美外套：チハヤ<br>・鎖葉駆外套：カルラ<br>・乃斬武羅射土外套：カダノバ<br>・路数斗武流外套：アインツ
QE_EV_GET_ARMO_COLLABO_WAD_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ヴェテル<br>・羅阿素斗利主外套：スピカ<br>・数路宇素珠多印外套：リュイ<br>・留諏斗武流愚外套：リズベット<br>・具羅斗似意押忍外套：イレーネ<br>・倶李異努大駆外套：オライオン<br>・叉我外套：ヴォダ<br>・鎖葉駆外套：バルト<br>・乃斬武羅射土外套：ラキナ<br>・路数斗武流外套：アハト
QE_EV_GET_ARMO_COLLABO_DES_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ナタリー<br>・羅阿素斗利主外套：シルマ<br>・数路宇素珠多印外套：アルベル<br>・留諏斗武流愚外套：アルマ<br>・具羅斗似意押忍外套：ラウラ<br>・倶李異努大駆外套：ランハオ<br>・叉我外套：ティナ<br>・輪蛇津美外套：レン<br>・乃斬武羅射土外套：カダノバ<br>・路数斗武流外套：アハト
QE_EV_GET_ARMO_COLLABO_NOR_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ヴェテル<br>・羅阿素斗利主外套：スピカ<br>・数路宇素珠多印外套：リュイ<br>・留諏斗武流愚外套：リズベット<br>・具羅斗似意押忍外套：イレーネ<br>・倶李異努大駆外套：ランハオ<br>・叉我外套：ヴォダ<br>・輪蛇津美外套：チハヤ<br>・鎖葉駆外套：カルラ<br>・路数斗武流外套：アインツ
QE_EV_GET_ARMO_COLLABO_LOS_NO	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ナタリー<br>・羅阿素斗利主外套：シルマ<br>・数路宇素珠多印外套：アルベル<br>・留諏斗武流愚外套：アルマ<br>・具羅斗似意押忍外套：ラウラ<br>・倶李異努大駆外套：オライオン<br>・叉我外套：ティナ<br>・輪蛇津美外套：レン<br>・鎖葉駆外套：バルト<br>・乃斬武羅射土外套：ラキナ

QE_EV_GET_ARMO_COLLABO_ENV_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・羅阿素斗利主外套：シルマ<br>・数路宇素珠多印外套：アルベル<br>・留諏斗武流愚外套：アルマ<br>・具羅斗似意押忍外套：イレーネ<br>・倶李異努大駆外套：オライオン<br>・叉我外套：ヴォダ<br>・輪蛇津美外套：レン<br>・鎖葉駆外套：カルラ<br>・乃斬武羅射土外套：ラキナ<br>・路数斗武流外套：アインツ
QE_EV_GET_ARMO_COLLABO_WRA_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ヴェテル<br>・数路宇素珠多印外套：リュイ<br>・留諏斗武流愚外套：リズベット<br>・具羅斗似意押忍外套：ラウラ<br>・倶李異努大駆外套：ランハオ<br>・叉我外套：ティナ<br>・輪蛇津美外套：チハヤ<br>・鎖葉駆外套：バルト<br>・乃斬武羅射土外套：カダノバ<br>・路数斗武流外套：アハト
QE_EV_GET_ARMO_COLLABO_SLO_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ナタリー<br>・羅阿素斗利主外套：スピカ<br>・留諏斗武流愚外套：リズベット<br>・具羅斗似意押忍外套：イレーネ<br>・倶李異努大駆外套：オライオン<br>・叉我外套：ティナ<br>・輪蛇津美外套：レン<br>・鎖葉駆外套：バルト<br>・乃斬武羅射土外套：ラキナ<br>・路数斗武流外套：アインツ
QE_EV_GET_ARMO_COLLABO_LUS_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ヴェテル<br>・羅阿素斗利主外套：シルマ<br>・数路宇素珠多印外套：リュイ<br>・具羅斗似意押忍外套：ラウラ<br>・倶李異努大駆外套：ランハオ<br>・叉我外套：ティナ<br>・輪蛇津美外套：チハヤ<br>・鎖葉駆外套：カルラ<br>・乃斬武羅射土外套：カダノバ<br>・路数斗武流外套：アハト
QE_EV_GET_ARMO_COLLABO_GLU_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ナタリー<br>・羅阿素斗利主外套：スピカ<br>・数路宇素珠多印外套：アルベル<br>・留諏斗武流愚外套：アルマ<br>・倶李異努大駆外套：オライオン<br>・叉我外套：ヴォダ<br>・輪蛇津美外套：チハヤ<br>・鎖葉駆外套：カルラ<br>・乃斬武羅射土外套：ラキナ<br>・路数斗武流外套：アインツ
QE_EV_GET_ARMO_COLLABO_GRE_HA	『花垣武道』が特定武具のウェポンアビリティを使用すると、対応したユニットが増援に来てくれる。<br><br>・炎美利亜外套：ヴェテル<br>・羅阿素斗利主外套：シルマ<br>・数路宇素珠多印外套：リュイ<br>・留諏斗武流愚外套：リズベット<br>・具羅斗似意押忍外套：イレーネ<br>・叉我外套：ヴォダ<br>・輪蛇津美外套：レン<br>・鎖葉駆外套：バルト<br>・乃斬武羅射土外套：カダノバ<br>・路数斗武流外套：アハト
