CARD_001_FLAVOR	俺もああなりたいなあ
TS_ENVYRIA_CANON_LINK_01_FLAVOR	私の背中を押してくれた友人の想い。私に希望を託してくれた人々の祈り。この身を包む衣のように、それはずっと私の周りにあったもの。<br><br>「みんなの想い…確かに受け取ったわ」<br><br>その重たさと尊さを自覚した時、私は本当の意味で託されることを知った。だからこそこの力と命の使い道は、自分の為ではなく、繋ぎたい誰かの為に。<br>（人々の意志を背負ったカノンの想い）
TS_SLOTH_CHERYL_02_FLAVOR	然るべきペンによって、然るべき書類に記された事実。それは目の前の人間の断罪を確定させるもの。<br><br>「錬金術の乱用…力に振り回された浅はかさを身をもって理解してください」<br><br>錬金術の真実の一端に触れた者として、私は秩序の抑止力であり続ける。友人たちに誇れる自分であること。これもまた私の揺るぎないルールなのだから。<br>（自身を律するシェリルの胸中）
TS_SLOTH_MABEL_01_FLAVOR	パパの手はあったかい。<br>メイの髪をなでて、それからメイの帽子を拾ってブローチの位置をそっとなおしてくれた。それだけでメイは甘いものを食べたみたいな気持ちになれる。<br><br>「いい子だメイ。自慢の娘だ」<br><br>その近くで、メイが壊した機械たちが転がってる。この機械たちはもういらないのかな。それがすごく、気になった。<br>（“パパ”とのメイベルの記憶）
TS_TRS_01_FLAVOR	東京卍會の抗争に巻き込まれ、失われたかつての恋人。花垣武道は大切な彼女の最悪な未来を変える為に誓う。<br><br>「オレが東卍のトップになる」<br><br>隊員のひとりでしかなかった彼は、東京卍會での成り上がりを目指す。恋人が助かる未来に辿り着くまで、泣き虫のヒーローは何度でも立ち上がる。総長たちにも認められるほどの信念は、何があろうとも、絶対に折れやしない。
TS_TRS_02_FLAVOR	東京最大の暴走族、東京卍會。<br>総長の精神的支柱である龍宮寺堅、総長と副総長に認められた花垣武道。不良がダサイと言われる時代だからこそ、総長の佐野万次郎には彼らと掴み取りたい夢がある。<br><br>「オレが不良の時代を創ってやる」<br><br>自分の起こした問題は自分でケジメをつけ、仲間の為に命を張れる男たち。そんな不良をダサイとは言わせない。数多くの暴走族がいた時代の再起を目指し、総長は仲間とともに駆け抜ける。
TS_TRS_03_FLAVOR	ふたりで半分にわけあった焼きそば、東京卍會壱番隊隊長と副隊長として、ともに駆け抜けてきた日々。松野千冬の心には、彼が傍で支えてきた壱番隊隊長・場地圭介の生き様が深く刻まれていた。<br><br>「オレのやりてぇ事はシンプルだ。<br>場地さんの力になりてぇ」<br><br>初めて敬意を抱いたかっこいい人。<br>そんな男のことを何が起きようとも信じ抜くという千冬の想いは揺らがない。
TS_LUST_PAMERA_01_FLAVOR	目の前でケーキができあがっていく。細かい装飾、見栄えのする大きさ…力作と向き合う彼女は目を輝かせている。<br><br>「楽しくなってきました、どんどん作っていくのです！」<br><br>パメラはハロウィンの衣装に合わせてぬいぐるみも作っていたそうで。何かを作り出して、誰かと繋がることに前向きな彼女の姿に、私も励まされる気がした。<br>（テティスの感心）
TS_LUST_LEYCHEL_02_FLAVOR	ハロウィンのお菓子を求めて子供たちが集う。もみくちゃという表現がぴったりなほどの賑わい。<br><br>「こら、上着は引っ張らないの！　慌てなくてもお菓子はたくさんあるからね」<br><br>少し及び腰な私とは違って、レイチェルさんは楽しそうに人の中心にいる。たくさんの声はまさに万雷。けれど今はそんな賑やかさを心地よくも思える。<br>（喧騒を楽しむコーデリアの思い）
TS_WRATH_LINDRAKE_01_FLAVOR	暴威と化した我らに語る言葉は不要。人間の期待や恐れの目からも、この身を飾る装身具からも解き放たれて、ただぶつかり合う。<br><br>「今日こそ果てよ、メルビレイ！」<br><br>竜界と呼ばれる領域を奪い合おうと、その結末に未来はない。それでも我が力を振るうのは、人間への干渉を繰り返す古き友の思い上がりを許せぬからこそ。<br>（友に向けたリンドレイクの怒り）
TS_POK_YGGDRASILL_01_FLAVOR	世界の終焉に向けての歩みは止まることなどなく、近い将来、私は終焉という名のもうひとりの私と出会う。それが受け入れるべき運命。そう思っていた。<br><br>「運命に抗うあなた達の願いに、私も応えると決めたの」<br><br>腕を飾るリングのように定まった形に落ち着くとしても、ただ一度きりの運命に抗う。それがみんなの願いで私の意志。<br>（ユグドラシルの決意）
TS_CRY_02_FLAVOR	ある者は、絆を繋ぎ親愛を貫くために。<br>ある者は、忠誠心と秘めた想いのために。<br>ある者は、名に刻まれし宿命と願いのために。<br>離れ離れだった魂は一つに重なり、<br>やがて伝説と語り継がれる戦いの幕が上がる。<br>邪悪を討ち未来と希望を護り抜いたその時、<br>彼女たちは 『英雄』 となる。
TS_SLOTH_RIMA_01_FLAVOR	機甲槍を握ってない時でも、アタシは機甲演武のことばかり。最近はそんなアタシにつき合ってくれる仲間が増えた。<br><br>「…こっちの仕組みで出力をあげて…」<br><br>アタシが言うのもなんだけど、リーマは放っておいたらずっと機甲槍に向き合い続けちゃうから少し心配。だからリーマの気を引けるものを持ち込む。これも友達兼相棒であるアタシの大事な役目。<br>（切磋琢磨する友を想うデイジーの心）
TS_SAGA_REGA_01_FLAVOR	“テーレ”の民なのに、どうして“ヴォダ”の守り獣と親しくするのか。<br>僕に降り注ぐたくさんの“どうして”。不思議に思われることが僕には不思議。<br><br>「友達だからに決まってるよ！」<br><br>だから僕は商人をやりながら自分でも武器を握った。友達もサガの自然も絶対に失いたくないから。僕を励ますように、今日も風は優しく吹いている。<br>（決して揺らぐことはないレガの思い）
TS_WRATH_LOREAM_01_FLAVOR	熱風に髪飾りが煽られて、肌はチリチリと痛む。憤怒の層で戦える人間は私以外にいないから、私の敗北は層の終わりに等しい。そんなの冗談じゃない。<br><br>「まったく、泣いてる暇も惜しいよね」<br><br>終わりを遠ざけるべく私は赤の剣を振るい続ける。穏やかな日々を送ろうと――寛容であろうとする者たちとの時間、誰であろうと奪わせたりなんかしない。<br>（炎のように燃えるローレアムの心境）
TS_WRATH_MARIANNU_01_FLAVOR	杖振り回して怒ったりするような怖い人だったら嫌だと思った。でもマリはドロドロじゃなかった。<br><br>「ラシェルのラッピングも素敵ですわ」<br><br>ラシの目は間違ってなかった。ラシのことを笑ったり怒ったりしなかったし、何よりマリは楽しそうだったから。ラシはプレゼントをあげる側のはずなのに、もうもらった後みたいな気持ちになった。<br>（キラキラに満ちたラシェルの胸中）
TS_ENVYRIA_DAPHNE_02_FLAVOR	買い出しの帰り道。ふと気配に目を向ければ、私自身のようにクリスマスの小物や衣装で身を飾った小さな生き物が。<br><br>「…かわいい。よくお似合いです」<br><br>雪で凍えないように相手に傘を傾けて、しばしの語らい。不思議な出会い、穏やかな時間。戦い続けたあの頃の自分からは考えられもしなかったけれど、こんな平和も悪くないと心から言える。<br>（平和を思うダフネの微笑み）
TS_WADA_ZIN_02_FLAVOR	終着点は妹の手にかかる時。<br>死への片道を靴で踏み均し続けるばかりの旅路。されどこの身は、然るべき時以外では倒れない。<br><br>「還る鞘などもう捨てた！」<br><br>妹の肉体にいる鬼など、単なる障害。<br>我が妹ヨミ、彼女が培った絆、そして故郷を守る為の一太刀。抜き身の刃に斬れぬものなど、何ひとつありはしない。<br>（迷いなきジンの気迫）
TS_GREED_SHANGDI_01_FLAVOR	老いも若きも、弱い者は飢えて死ぬ。<br>それがグリードダイクという国に住む者の宿命――…そう思っていた。<br><br>「…おい、しい…………」<br><br>他者と分け合うということ。<br>未来を望み仲間と槍をとること。<br>それがルイから私に与えられた食料以外の大切なもの。呪いのようにも、祝福のようにも思える私の礎となった。<br>（黙して語らないシャンディの胸中）
TS_GREED_LANGHAO_02_FLAVOR	夕日が嫌いだった。万人の思惑に逆らわずに沈むから。だからその続きの朝日にも興味はなかった。以前までは。<br><br>「…まぁ、悪くない日の出ね」<br><br>何度沈もうと、晴れ晴れしい顔で懲りずに昇って私の髪飾りを照らす。その図々しさは、何度負けても諦めない誰かの姿と重なった。そう気づけたから初日の出というものもありがたがってみるのだ。<br>（新たな門出を迎えたランハオの心中）
TS_TSP_05_FLAVOR	勇者に封印された孤独な暴風竜を救ったのは、<br>小さなスライムだった。<br><br>「リムルと我は心の友……、<br>魂の片割れ……、盟友である！」<br><br>ヴェルドラは盟友の為、時には力を制御し、時には力を振る。自分の思うままに力を振りかざしていた頃の自由はないだろう。それでも、盟友との温かい繋がりは、彼にはかけがえのないもの。<br>ヴェルドラはリムルの進む道をともに歩む。
TS_TSP_06_FLAVOR	スライムが盟主の街をひとつ潰す。非常に強く、地位も高いヒナタが出向くまでもない仕事。<br>そんな彼女がたったひとりでスライムのもとへと足を運んだ理由は、ただひとつだけ。<br><br>「この世界で、私に優しかった<br>たったひとりの人」<br><br>もうこの世界にはいない恩師を想い、<br>ヒナタはスライムに剣を向ける。<br>それが残された者が為すべきことだと信じて。
TS_WRATH_ANDECHS_02_FLAVOR	誰かを助けたいという願い。何かを守りたいという誓い。ある人に報いたいという想い。たどりついた答えが望んだものであったのかはわからない。<br><br>「人の世は続いている。この美しい世界の中で。それだけでいいのかもな」<br><br>ともに戦った仲間たちなら、同じように感じるのだろうか。今はただ、こうして眺めていられる世界に祝福の花束を。<br>（盾乙女の穏やかな胸中）

TS_2023_ANNIVERSARY_01_FLAVOR	タガタメも７周年。ひとえに皆様のお力だと感謝の念に堪えません。本編７章が始まり様々な新キャラがお目見えしました。今後ユニットとして登場するキャラクターもいるので、楽しみにしていただけたらと思います。そして７周年で遂にニドヘガルが登場します！　個人的にもかなり好きなキャラクターで、リルやその他メンバーとの関係性も含め楽しんでいただけるのではと思います。彼らと始まるさらなる１年、よろしくお願いします！（RINZO）
TS_2023_ANNIVERSARY_02_FLAVOR	タガタメ７周年を迎えて、改めていつもプレイしていただきありがとうございます！<br>今回はタガタメらしい人間ドラマを感じるイラストにしたいなと思い、少し懐かしいキャラクターを選んでみました。<br>小説版を片手にふたりの関係性を想像しながら楽しく描かせていただきました！<br>８年目もＧ－ＲＯＷチーム一同前向きに頑張って参りますので、今後ともタガタメをよろしくお願いします！<br>（だーくろ）
TS_2023_ANNIVERSARY_03_FLAVOR	タガタメ７周年おめでとうございます！<br>早いものでもう７周年、ここまでともに歩んでくださったユーザーの皆様、新たに始めてくださったユーザーの皆様、本当にありがとうございます。これからもともに歩んでくださるよう励んで参りますので、今後ともタガタメを何卒よろしくお願いいたします！<br>（みかんあめ）
TS_2023_ANNIVERSARY_04_FLAVOR	タガタメ７周年おめでとうございます!!<br>７年という長い年数を重ねてきたという事実にとても驚きを隠せないのと、ここまで来れたのも変わらず愛をもって遊んでくださっているユーザーの皆様のお陰だと思います。本当にありがとうございます!!<br>これからもスタッフ一同頑張って参りますので、タガタメをよろしくお願いします！<br>（しぶ彦）
TS_2023_ANNIVERSARY_05_FLAVOR	タガタメ７周年おめでとうございます！<br>タガタメを遊んでいただけたこと、制作にかかわらせていただいたこと、大変大変嬉しく思います！<br>これからもタガタメを遊んでいただければとても幸いです！<br>（渡り棒）
TS_2023_ANNIVERSARY_06_FLAVOR	ユーザーの皆様のおかげでタガタメは７周年!!<br>いつも遊んでいただきありがとうございます！<br>皆様の応援に応えるべく、これからも頑張って参ります！<br>末永くよろしくお願いします！<br>さぁ、お気に入りのキャラクターを選んで…レディ、ファイッ!!<br>（城）
TS_2023_ANNIVERSARY_07_FLAVOR	タガタメ７周年おめでとうございます！<br>今まで担当させていただいたキャラたちを描いてみました！<br>どのキャラにもたくさんの思い出があり感慨深いです。<br>これからも皆様に楽しんでいただけるよう精一杯頑張りますので何卒よろしくお願いします！<br>（あやっぺ隊長）
TS_2023_ANNIVERSARY_08_FLAVOR	７周年おめでとうございます！<br>応援していただいているユーザーの皆様への感謝を忘れず、今後も楽しんでいただけるよう頑張って参りますので、何卒よろしくお願いいたします！<br>（なかつん）
TS_2023_ANNIVERSARY_09_FLAVOR	タガタメ７周年おめでとうございます！<br>ずっと一緒に歩んできてくださったユーザーの皆様にも、初めましてのユーザー皆様にも、これからもたくさんたくさん楽しんでいただけるよう頑張って参りますので、どうぞよろしくお願いします♪<br>（えこ）
TS_2023_ANNIVERSARY_10_FLAVOR	誰ガ為のアルケミスト７周年おめでとうございます！<br>この日まで愛を注いてくださったユーザーの皆様には感謝の気持ちでいっぱいです！<br>今後も楽しんでいただけるよう精進して参ります。<br>何卒よろしくお願いいたします！<br>（ここあ）
TS_2023_ANNIVERSARY_11_FLAVOR	タガタメ７周年おめでとうごさいます！<br>遊んでくださってるユーザーの皆様、スタッフの皆様、すべてに感謝しております。<br>微力ながら皆様に少しでも楽しんでいただき、記憶に残るようなものを作れるよう尽力してまいります。<br>（くろぎ）
TS_2023_ANNIVERSARY_12_FLAVOR	タガタメ７周年おめでとうございます！<br>そしていつもタガタメを遊んでくださりありがとうございます！<br>今後も楽しんでいただけると嬉しいです！<br>よろしくお願いいたします！<br>（紺太）
TS_2023_ANNIVERSARY_13_FLAVOR	７周年おめでとうございます！<br>サリアという魅力的なキャラクターに携わらせていただき嬉しく思います。微力ではありますがこれからも皆様に喜んでいただける作品が作れる様尽力いたします。<br>今後ともよろしくお願いいたします！<br>（スズムラ）
TS_2023_ANNIVERSARY_14_FLAVOR	いつもタガタメをプレイしてくださりありがとうございます！<br>制作に携わらせていただき大変嬉しいです。これからも皆様に楽しんでいただけますよう尽力して参ります！<br>（はるまき）
TS_2023_ANNIVERSARY_15_FLAVOR	タガタメ７周年おめでとございます！<br>いつもプレイしていただきありがとうございます。<br>これからも楽しんでいただけるよう制作していきますので、どうぞよろしくお願いいたします！<br>（十馬）
TS_2023_ANNIVERSARY_16_FLAVOR	タガタメ７周年おめでとうございます！<br>また新たな１年をこうして迎えられるのも、ユーザーの皆様が支えてくださっている証です！<br>今後も皆様の心を動かせるような、楽しい作品作りを心掛けて、スタッフ一同頑張って制作して参りたいと思います！<br>（さく八）
TS_2023_ANNIVERSARY_17_FLAVOR	タガタメ７周年おめでとうございます！<br>いつも遊んでいただきありがとうございます！<br>さらに皆様に喜んでいただけるよう、より一層尽力して参りますので、今後ともどうぞよろしくお願いいたします!!<br>（新古）
TS_2023_ANNIVERSARY_18_FLAVOR	タガタメ７周年おめでとうございます！<br>今後もユーザーの皆様と一緒にいちユーザーとしてもキャラを慈しみ可愛がり楽しんでいただけるよう制作に尽力して参りますので、どうぞよろしくお願いします！
TS_2023_ANNIVERSARY_19_FLAVOR	タガタメ７周年おめでとうございます！<br>いつも遊んでいただきありがとうございます！<br>今後も楽しんでいただけるように頑張って参りますので何卒よろしくお願いいたします!!<br>（フジキ）
TS_2023_ANNIVERSARY_20_FLAVOR	タガタメ７周年おめでとうございます！<br>これからも皆様に楽しんでいただけるよう頑張って参りますので、何卒よろしくお願いいたします！<br>（肉田）
TS_2023_ANNIVERSARY_21_FLAVOR	７周年おめでとうございます！<br>これからもさらに楽しんでいただけるよう微力ながら頑張って参りますので、どうぞよろしくお願いします！<br>（IYU）
TS_2023_ANNIVERSARY_22_FLAVOR	タガタメ７周年おめでとうございます!!<br>これからも引き続き楽しんでプレイしていただけるよう、より一層頑張って参りますのでどうぞよろしくお願いします!!<br>（PUTO）
TS_2023_ANNIVERSARY_23_FLAVOR	タガタメ７周年おめでとうございます！<br>これからも楽しんでいただけるよう頑張ります。<br>どうぞよろしくお願いいたします！<br>（FUKUI）
TS_2023_ANNIVERSARY_24_FLAVOR	タガタメ７周年おめでとうございます！<br>これからも皆様に楽しんでいただけるよう力添えができればと思います。<br>今後も何卒よろしくお願いいたします！<br>（TAT）
TS_2023_ANNIVERSARY_25_FLAVOR	タガタメ７周年おめでとうございます！<br>微力ながらも制作に携わることができ、大変嬉しく思います。<br>今後も一層ユーザーの皆様に楽しんでいただけるよう頑張って参りますので、何卒よろしくお願いいたします。<br>（橘こもろ）
TS_2023_ANNIVERSARY_26_FLAVOR	タガタメ７周年おめでとうございます！<br>いつもゲームをプレイしていただきありがとうございます！<br>これからもよろしくお願いいたします！<br>（ときわ。）
TS_2023_ANNIVERSARY_27_FLAVOR	タガタメ７周年おめでとうございます！<br>いつも応援してくださっている皆様に、大変感謝申し上げます。<br>今後もさらに楽しんでいただけるよう頑張りますので、タガタメをどうぞよろしくお願いいたします！
TS_2023_ANNIVERSARY_28_FLAVOR	タガタメ７周年おめでとうございます！<br>いつもゲームを遊んでいただきありがとうございます。<br>これからもたくさん楽しんでいただけるよう頑張りますので、応援何卒よろしくお願いいたします！<br>８周年もお祝いしましょう！
TS_2023_ANNIVERSARY_29_FLAVOR	タガタメ７周年おめでとうございます！<br>今後もユーザーの皆様に楽しんでいただけるよう頑張ります！<br>何卒よろしくお願いいたします！<br>（Gosila）
TS_2023_ANNIVERSARY_30_FLAVOR	タガタメ７周年おめでとございます！<br>これからも楽しんでいただけるよう、頑張っていきますので、末永くよろしくお願いします！<br>（わっきー）
TS_2023_ANNIVERSARY_31_FLAVOR	７周年目、ここまで来れたのはユーザーの皆様のお陰です！<br>これからも一緒に盛り上がりましょう！<br>（みち）
TS_2023_ANNIVERSARY_32_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（TEALO）
TS_2023_ANNIVERSARY_33_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（VIC）
TS_2023_ANNIVERSARY_34_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（LAN）
TS_2023_ANNIVERSARY_35_FLAVOR	７周年！　めでたい！　一緒に歩んできたユーザーの皆様のお陰です。ありがとうございます！<br>これからもタガタメを楽しんでくださったら嬉しいです。<br>（TAKUMI）
TS_2023_ANNIVERSARY_36_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（Pe．chi）
TS_2023_ANNIVERSARY_37_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（KAKU）
TS_2023_ANNIVERSARY_38_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（Mai．E）
TS_2023_ANNIVERSARY_39_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします。<br>（AMO）
TS_2023_ANNIVERSARY_40_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（enori）
TS_2023_ANNIVERSARY_41_FLAVOR	タガタメ７周年おめでとうございます＆今後ともよろしくお願いいたします!!<br>（IKU）
TS_2023_ANNIVERSARY_42_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（sharm）
TS_2023_ANNIVERSARY_43_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもたくさん楽しんでいただけたら嬉しいです！<br>（Luna）
TS_2023_ANNIVERSARY_44_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（Toki）
TS_2023_ANNIVERSARY_45_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（JOY）
TS_2023_ANNIVERSARY_46_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします～！<br>（fukahi）
TS_2023_ANNIVERSARY_47_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（Charlie）
TS_2023_ANNIVERSARY_48_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします。<br>（KUBI）
TS_2023_ANNIVERSARY_49_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（SHIN）
TS_2023_ANNIVERSARY_50_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（Lacey）
TS_2023_ANNIVERSARY_51_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（kinoko）
TS_2023_ANNIVERSARY_52_FLAVOR	タガタメ７周年おめでとうございます！<br>これからもよろしくお願いします！<br>（Theresa）

TS_ENVYRIA_ZAYIN_LINK_01_FLAVOR	絵空事と言われるとしても、外套を翻して進むことを止める理由にはならない。世界には多くの正義は乱立しているとしても、すべてを救いたいという正義が間違ったものではないはずだから。<br><br>「誰もがここで生きていていいと信じられる世界を守る」<br><br>世界を導く光になる。すべてを救い上げる光としてどんな闇も照らしてみせる。<br>（ザインの到達した決意）
TS_GLUTTONY_NIDOHEGAL_01_FLAVOR	兄という敬意のみを向けられる存在が、強大な力を振るう飛躍の時の妨げはなくさねばならない。この地の安寧を憂える兄に代わり、ここに残るのもその為だ。<br><br>「精霊の泉よ、我が声に応えよ」<br><br>百雷の力を備える帯革が輝く。託された浄化の役儀は果たすべきものだった。竜に畏敬を抱かぬ民との日々、兄の帰る時を待つ竜の悪くはない時間を守る為。<br>（兄を見る目は節穴の竜の在り方）
TS_OTHER_LILLE_01_FLAVOR	シュメイアが大切にする存在は、いつしか自分にとっても大切な存在になっているのかもしれないという思いはあった。<br><br>「ざふぃりすー、はやくはやく！<br>しゅめいあもだよ！」<br><br>小さな無垢なる存在が失われないように付けた、守護の輪もどこまで効果があるか。今にして思えば、理解が追いつかないままに振り回された暖かな日々。<br>（守護竜の遠き回想）
TS_NORTH_CLARIS_02_FLAVOR	体験して、何かを知るのは楽しいです。その時間を一緒に楽しんでくださる方がいるのなら、喜びはより大きなものに。<br><br>「魔導具の火加減もいい感じですね」<br><br>焼きあがったケーキを見て、エヴェリカさんが目を輝かせる。周りが甘くて美味しそうな香りでいっぱい。このケーキはいったいどんな味なのか…私の興味はまだまだ尽きそうにありません。<br>（期待に膨らむクラリスの胸中）
TS_GLUTTONY_MASIA_01_FLAVOR	ヒト、竜を問わず多くのものを愛する姉さま。姉さまは何かを愛することに躊躇いを持たない。私はそれが酷く眩しい。<br><br>「さ、バリバリ働きましょうね！」<br><br>衣装の装飾の乱れも厭わぬ、迷いのない姿。愛しさを込めて誰かを撫でたその手は、次の瞬間敵対した者を討つ為に振るわれる。どちらの動作も花を摘むように自然で、だから私は姉さまが眩しい。<br>（姉を見るマティアの憧憬）

TS_ENVYRIA_01_FLAVOR	エンヴィリアは穏やかな国風と、シンプルながら上品な街並みが印象的な国だ。騎士の姿も多く見かけるが、彼らは皆礼儀正しく、その佇まいは美しさすら感じる。そんな騎士たちをも魅了する食べ歩きグルメ、エンヴィリアを訪れる際はぜひとも体験してみてほしい。<br>（アーロン・オールコック『バベル大陸を歩く』エンヴィリア編）
TS_WRATH_01_FLAVOR	ラーストリスは、国を盛り立てようと努力を惜しまない者が多い。彼らの思いが積み上げられたかのように、街は重厚な空気を纏っている。騎士の育成だけでなく様々な研究も盛んであり、食堂や酒場の絶品料理に舌鼓を打ちながら、彼らの話を聞いてみてほしい。<br>（アーロン・オールコック『バベル大陸を歩く』ラーストリス編）
TS_SLOTH_01_FLAVOR	スロウスシュタインで何より印象的なのは、様々なものが魔導によってシステム化されていることだろう。その為か治安警備隊は存在するものの、他国のような騎士の姿は見当たらない。カジノ等の刺激的な場所も存在するので、博打の腕に覚えのある者は挑戦してみるのもいい。<br>（アーロン・オールコック『バベル大陸を歩く』スロウスシュタイン編）
TS_LUST_01_FLAVOR	ルストブルグは女尊男卑の気風が強い。国を運営しているのも女性の宮廷魔道士が主だという。しかし正式な手続きさえ行えば決して入国できない地ではない。男女問わず受け入れる酒場もあるので安心だ。極寒の地で口にする温かな食事と酒は何物にも代えがたい喜びを教えてくれる。<br>（アーロン・オールコック『バベル大陸を歩く』ルストブルグ編）
TS_SAGA_01_FLAVOR	バベル大陸の大自然を感じたいのなら、サガ地方がおすすめ。古代竜の骨と呼ばれる山脈は一度は目にしておきたい場所だ。サガ地方では大精と呼ばれる者が各部族をまとめており、それぞれの主義によって暮らし方も違うという。多くの文化と出会える貴重な経験ができる。<br>（アーロン・オールコック『バベル大陸を歩く』サガ地方編）
TS_DESERT_01_FLAVOR	広大な砂漠に点在するオアシスや街、それが砂漠地帯だ。かつては国として繁栄していたこともあるらしく、栄華の名残が街並みから見て取れる。乾いた風が吹きすさぶ砂漠地帯の名産といえば小麦の麺。この地を訪れる多くの傭兵がその味わいに魅了されるという。<br>（アーロン・オールコック『バベル大陸を歩く』砂漠地帯編）
TS_GLUTTONY_01_FLAVOR	グラトニー＝フォスに訪れるのならば、コロッセオに足を運ぶことを勧める。勇猛な戦士が集うグラトニー＝フォスならではの娯楽であり、長年に渡って民衆にも親しまれてきた。観戦のおともにはコロッセオ周辺で手に入る串焼き肉や甘味がおすすめ。心もお腹も満たせる。<br>（アーロン・オールコック『バベル大陸を歩く』グラトニー＝フォス編）
TS_WADA_01_FLAVOR	バベル大陸の海上に浮かぶワダツミは、大陸とは異なる独自の文化を発展させている。建築物や生活用品から、食事や作法に至るまで、大陸にはないものを多く目にすることができる。どれもとても素敵なものであり、これ以上、戦禍で失われるものがないよう祈るばかりだ。<br>（アーロン・オールコック『バベル大陸を歩く』ワダツミ編）
TS_GREED_01_FLAVOR	グリードダイクほど絢爛という言葉が相応しい国はないだろう。バベル大陸の中で最もワダツミと近しい為か、大陸の文化とワダツミの文化が混ざり合い独自の発展を遂げたような印象がある。海路での公益に力を入れており、この先も見知らぬ文化が多く集いそうだ。<br>（アーロン・オールコック『バベル大陸を歩く』グリードダイク編）
TS_NORTH_01_FLAVOR	バベル大陸の中心ノーザンブライド。この地にはバベル聖教会の本部があり、聖教騎士団もまたこの地を拠点に活動している。バベル聖教会と深く関わるバベルの塔の残骸を目にすることもできる。歴史的、宗教的な価値の高いこの国には、尊厳という言葉が相応しい。<br>（アーロン・オールコック『バベル大陸を歩く』ノーザンブライド編）
TS_LOST_01_FLAVOR	無法の地、光の届かない海底街。世間での居場所を失った者たちの最後の受け皿となるのが、このロストブルーだ。この地を認めるか否かを議論するつもりはない。この場所を必要とする者の為、多くを語ることは控え、この地の存在だけ記そうと思う。<br>（アーロン・オールコック『バベル大陸を歩く』ロストブルー編）
TS_CHANGE_01_FLAVOR	執筆の為に各地を巡っていたある日、不思議な視線と何かの気配を感じた。だがその視線は筆者ではなく、筆者のいる世界を見渡すようだった。夢というにはあまりにも鮮明な体験。本に記したいとは思うが、心に留めておくべきことのような気もしている。<br>（アーロン・オールコック『バベル大陸を歩く』執筆中に紛失したメモ）

TS_APRILFOOL_2023_FLAVOR	すべては民の為。その思いはいままでもこれからも変わることはない。目指した理想が峻烈な道でもかまわない。でも、独りで歩むにはこの国は寒すぎる。<br><br>「きっとアナタの愛を信じさせてくれるようなきっかけを求めていたのです」<br><br>自分を信じる少女の言葉。それはピアスをくれた友の言葉に似ていた。解けた呪いとともに私にも雪解けの時が訪れた。<br>（民に受け入れられたビーナスの胸中）
TS_LUST_OTHIMA_LINK_01_FLAVOR	多くを手にしたが何ひとつ手にはしていなかったと思う。多すぎる魔力と重たすぎる愛。それでいい、という母以外からの同じ言葉は違う響きがあった。<br><br>「だったらダチの為に使うよ<br>この特別な力は」<br><br>親離れ子離れ。踏み台に母の抱擁から抜け出す。外套を向けた姿勢、母に背中を向けるのはそれが優しさだと思うから。<br>（オーティマの旅立ちの決意）
TS_DESERT_LUCIA_01_FLAVOR	ルシア<br>「強くなることだ<br>日々の鍛錬を怠らず<br>自分の武器を大切にする」<br>「己の力量をわきまえて<br>引くべき時は引く」<br>「お前にそれができるか？」<br>レシウス<br>「はい！<br>絶対にできるようになります！」<br>「ってことは弟子にしてくれるって<br>ことですよね！」
TS_SLOTH_MEGISTOS_01_FLAVOR	メギストス<br>「あの防衛設計、まじですごかった<br>それと、その…<br>すごい無理をさせたとわかっている…」<br>アミス<br>「ふーん。だったら…ほら貸しなさい」<br>メギストス<br>「あ、その設計図は…」<br>メギストス<br>「すげえ！　あっという間に、<br>パーツが出来上がっちまった！<br>やっぱりアミスの魔法はすげえな…！」
