IT_US_FATE_TAIYAKI_EXPR	Casts Quicken status on user for three turns.
IT_SET_TB_UNLOCK_LV4_EXPR	 
IT_SET_TB_UNLOCK_LV5_EXPR	 
IT_SET_TB_UNLOCK_LV3_UNLIMITED_EXPR	 
IT_SET_TB_UNLOCK_LV4_UNLIMITED_EXPR	 
IT_SET_TB_UNLOCK_LV5_UNLIMITED_EXPR	 
IT_SET_STS_2018_0524_TICKET01_EXPR	 
IT_APUP_01_EXPR	 
IT_APUP_01_FLAVOR	 
IT_APUP_02_EXPR	 
IT_APUP_02_FLAVOR	 
IT_SET_US_TICKET_B20180531_EXPR	 
IT_SET_BIGGINER_BOX_B20180531_EXPR	 
IT_SET_US_APUP_10TICKET_B20180531_EXPR	 
IT_SET_RENSEI_A_B20180531_EXPR	 
IT_SET_APUP_02_B20180531_EXPR	 
IT_SET_RENSEI_B_B20180531_EXPR	 
IT_SET_SI_KAIGAN_C20180531_EXPR	 
IT_SI_KAIGAN_C20180531_EXPR	 
IT_SET_SEJ_C20180531_EXPR	 
IT_SI_ENCHANT_JOBITEM_TICKET_C20180531_EXPR	 
IT_SI_EQ_SOUL_ENCHANT_TICKET_C20180531_EXPR	 
IT_SET_RINGAN_C20180531_EXPR	 
IT_SET_KAIGAN_STATUE_C20180531_EXPR	 
IT_SET_KAIGAN_SOZAI_SP_C20180531_EXPR	 
IT_SET_KAIGAN_LIGHT_SP_C20180531_EXPR	 
IT_SET_KAIGAN_DARK_SP_C20180531_EXPR	 
IT_SET_KAIGAN_FIRE_SP_C20180531_EXPR	 
IT_SET_KAIGAN_WATER_SP_C20180531_EXPR	 
IT_SET_KAIGAN_WIND_SP_C20180531_EXPR	 
IT_SET_KAIGAN_THUNDER_SP_C20180531_EXPR	 
IT_SET_TB_BIRTH_GLU_C20180531_EXPR	 
IT_SET_TB_BIRTH_SLO_C20180531_EXPR	 
IT_SET_TB_BIRTH_WAD_C20180531_EXPR	 
IT_SET_TB_BIRTH_LUS_C20180531_EXPR	 
IT_SET_TB_BIRTH_WRA_C20180531_EXPR	 
IT_SET_TB_BIRTH_ENV_C20180531_EXPR	 
IT_SET_TB_BIRTH_NOZ_C20180531_EXPR	 
IT_SET_TB_BIRTH_SAG_C20180531_EXPR	 
IT_SET_TB_BIRTH_DES_C20180531_EXPR	 
IT_SET_TB_BIRTH_GRE_20180607_EXPR	 
IT_SET_TS_EXP_BOX02_EXPR	 
IT_SET_TS_VISION_04_EXPR	 
IT_SET_EQUP_ALL_01_EXPR	 
IT_SET_POT_ALL_01_EXPR	 
IT_SET_FRAISE_01_EXPR	This set contains rare equipment required for Fraise. (Jobs: Bridegroom, Samurai, and Holy Cavalier.)
IT_SET_VELOZ_01_EXPR	 
IT_SET_MORE_01_EXPR	 
IT_SET_LEAFA_01_EXPR	 
IT_SET_KAYA_01_EXPR	 
IT_SET_KAYA01_J_EXPR	 
IT_SET_TS_VISION_05_EXPR	 
IT_SET_TS_EXP_ALL_50_01_EXPR	 
IT_SET_EQUP_COP_5_01_EXPR	 
IT_SET_EQUP_SIL_5_01_EXPR	 
IT_SET_EQUP_MIT_5_01_EXPR	 
IT_SET_EQUP_ORI_5_01_EXPR	 
IT_SET_SG_POT1_5_01_EXPR	 
IT_SET_SG_POT2_5_01_EXPR	 
IT_SET_SG_POT3_5_01_EXPR	 
IT_SET_SA_RAND03_40_TICKET_01_EXPR	 
IT_SET_SA_RAND03_40_TICKET_02_EXPR	 
IT_SET_SA_RAND03_40_TICKET_03_EXPR	 
IT_SET_SA_RAND03_40_TICKET_04_EXPR	 
IT_SET_SA_02_25_TICKET_EXPR	 
IT_SET_SI_SEQ_04_1_TICKET_EXPR	 
IT_SET_SI_SEQ_03_5_TICKET_EXPR	 
IT_SET_SI_SEQ_03_3_TICKET_EXPR	 
IT_SET_SI_SEQ_03_1_TICKET_EXPR	 
IT_SET_SI_SEQ_02_5_TICKET_EXPR	 
IT_SET_SI_SEQ_02_3_TICKET_EXPR	 
IT_SET_SI_SEQ_01_5_TICKET_EXPR	 
IT_SET_SI_SEQ_COM05_1_TICKET_EXPR	 
IT_SET_SI_SEQP_COM05_20_TICKET_EXPR	 
IT_SET_TS_EXP_04_5_EXPR	 
IT_SET_TS_EXP_03_5_EXPR	 
IT_SET_TS_EXP_02_5_EXPR	 
IT_SET_TS_EXP_01_5_EXPR	 
IT_SET_SI_STB_TICKET_5_EXPR	 
IT_SET_SI_COUNTRY_PROOF_TICKET_5_EXPR	 
IT_SET_SI_COUNTRY_PROOF_TICKET_10_EXPR	 
IT_SET_KAIGAN_SOZAI_GUERRILLA01_EXPR	 
IT_SET_SI_SEV_POT_TICKET_EXPR	 
IT_SET_SI_SEV_TSUBO_TICKET_EXPR	 
IT_SET_SI_SEV_M_GOLEM_TICKET_EXPR	 
IT_SET_SI_SEV_S_GOLEM_TICKET_EXPR	 
IT_SET_CORDELIA_01_EXPR	This set contains rare equipment required for Cordelia. (Jobs: Valkyrie, Martial Artist, and Dark Cavalier.)
IT_SA_RAND03_40_TICKET_01_EXPR	 
IT_SA_RAND03_40_TICKET_02_EXPR	 
IT_SA_RAND03_40_TICKET_03_EXPR	 
IT_SA_RAND03_40_TICKET_04_EXPR	 
IT_SA_02_25_TICKET_EXPR	 
IT_SI_SEQ_04_1_TICKET_EXPR	 
IT_SI_SEQ_03_5_TICKET_EXPR	 
IT_SI_SEQ_03_3_TICKET_EXPR	 
IT_SI_SEQ_03_1_TICKET_EXPR	 
IT_SI_SEQ_02_5_TICKET_EXPR	 
IT_SI_SEQ_02_3_TICKET_EXPR	 
IT_SI_SEQ_01_5_TICKET_EXPR	 
IT_SI_SEQ_COM05_1_TICKET_EXPR	 
IT_SI_SEQP_COM05_20_TICKET_EXPR	 
IT_SI_STB_TICKET_5_EXPR	 
IT_SI_COUNTRY_PROOF_TICKET_5_EXPR	 
IT_SI_COUNTRY_PROOF_TICKET_10_EXPR	 
IT_SI_SEV_POT_TICKET_EXPR	 
IT_SI_SEV_TSUBO_TICKET_EXPR	 
IT_SI_SEV_M_GOLEM_TICKET_EXPR	 
IT_SI_SEV_S_GOLEM_TICKET_EXPR	 
IT_SET_SI_COUNTRY_PROOF_FULL_TICKET_5_EXPR	 
IT_SET_SI_COUNTRY_PROOF_FULL_TICKET_10_EXPR	 
IT_SI_COUNTRY_PROOF_FULL_TICKET_5_EXPR	 
IT_SI_COUNTRY_PROOF_FULL_TICKET_10_EXPR	 
IT_SET_SI_COUNTRY_PROOF_FULL_TICKET_50_EXPR	 
IT_SI_COUNTRY_PROOF_FULL_TICKET_50_EXPR	 
IT_SET_TS_EXP_04_10_EXPR	 
IT_SET_TS_EXP_03_10_EXPR	 
IT_SET_TS_EXP_02_10_EXPR	 
IT_SET_TS_EXP_01_10_EXPR	 
IT_SET_SOUL_ARM_01_EXPR	 
IT_SET_SOUL_VAL_LAN_JUMP_02_EXPR	 
IT_SET_SOUL_KIL_SCOUT_02_EXPR	 
IT_SET_SOUL_WOR_GOLIATH_02_EXPR	 
IT_SET_SOUL_GUA_TYPE_HEALING_02_EXPR	 
IT_SET_SOUL_MAD_DBUFF_02_EXPR	 
IT_SET_SOUL_DGN_GARUDA_02_EXPR	 
IT_SET_SOUL_DGN_RUDRA_02_EXPR	 
IT_SET_SOUL_GUA_TYPE_ANTI_MAGIC_02_EXPR	 
IT_SET_SOUL_GUA_TYPE_ANTI_SWORD_02_EXPR	 
IT_SET_SOUL_MAH_FIRE_02_EXPR	 
IT_SET_SOUL_KAI_TEACH_02_EXPR	 
IT_SET_SOUL_SYO_AGA_02_EXPR	 
IT_SET_SOUL_ENC_ANTI_BUFF_02_EXPR	 
IT_SET_SOUL_VAL_DEF_02_EXPR	 
IT_SET_SOUL_MAD_MDEF_02_EXPR	 
IT_SET_SOUL_KAI_ALWIDA_02_EXPR	 
IT_SET_SOUL_LNC_TINATSU_02_EXPR	 
IT_SET_SOUL_DAI_FIRE_02_EXPR	 
IT_SET_SOUL_LNC_THUNDER_02_EXPR	 
IT_SET_SOUL_MAD_ATK_02_EXPR	 
IT_SET_SOUL_BAA_TYPE_MOVE_02_EXPR	 
IT_SET_SOUL_WED_FIRE_02_EXPR	 
IT_SET_SOUL_WOR_GIGANTES_02_EXPR	 
IT_SET_SOUL_STR_SENJYU_02_EXPR	 
IT_SET_SOUL_BAR_MDEF_02_EXPR	 
IT_SET_SEJ_20180621_EXPR	 
IT_SET_EQUP_ALL_02_EXPR	 
IT_SET_RINGO_VEDA2_01_EXPR	 
IT_SET_POT_ALL_02_EXPR	 
IT_SET_CRI_KUKURI_01_EXPR	 
IT_SET_DEX_PEN_01_EXPR	 
IT_SET_CRI_NEEDLE_01_EXPR	 
IT_SI_ENCHANT_JOBITEM_TICKET_20180621_EXPR	 
IT_SI_EQ_SOUL_ENCHANT_TICKET_20180621_EXPR	 
IT_SET_KAIGAN_ARUKEMY_VEDA2_20180621_EXPR	 
IT_SET_KAIGAN_SOZAI_VEDA2_20180621_EXPR	 
IT_SET_KAIGAN_LIGHT_VEDA2_20180621_EXPR	 
IT_SET_KAIGAN_DARK_VEDA2_20180621_EXPR	 
IT_SET_KAIGAN_FIRE_VEDA2_20180621_EXPR	 
IT_SET_KAIGAN_WATER_VEDA2_20180621_EXPR	 
IT_SET_KAIGAN_WIND_VEDA2_20180621_EXPR	 
IT_SET_KAIGAN_THUNDER_VEDA2_20180621_EXPR	 
IT_SET_SI_WADATSUMI_20180630_PI_TICKET_EXPR	 
IT_SI_WADATSUMI_20180630_PI_TICKET_EXPR	 
IT_SET_SI_SWIM_20180630_PI_TICKET_EXPR	 
IT_SI_SWIM_20180630_PI_TICKET_EXPR	 
IT_SET_SI_SWIM_20180731_PI_TICKET_EXPR	 
IT_SI_SWIM_20180731_PI_TICKET_EXPR	 
IT_SET_SI_SWIM_20180809_PI_TICKET_EXPR	 
IT_SI_SWIM_20180809_PI_TICKET_EXPR	 
IT_SET_SI_FGG_20180809_PI_TICKET_EXPR	 
IT_SI_FGG_20180809_PI_TICKET_EXPR	 
IT_SET_APUP_02_A20180630_EXPR	 
IT_SET_RV_A20180630_EXPR	 
IT_SET_RS_A20180630_EXPR	 
IT_SET_EDB_A20180630_EXPR	 
IT_SET_US_SC_FIRE_A20180630_EXPR	 
IT_SET_US_SC_WATER_A20180630_EXPR	 
IT_SET_US_SC_WIND_A20180630_EXPR	 
IT_SET_US_SC_THUNDER_A20180630_EXPR	 
IT_SET_US_SC_SHINE_A20180630_EXPR	 
IT_SET_US_SC_DARK_A20180630_EXPR	 
IT_SET_SI_2018_0712_PI_TICKET02_EXPR	 
IT_SET_SA_2018_0712_TICKET02_EXPR	 
IT_SI_2018_0712_PI_TICKET02_EXPR	 
IT_SA_2018_0712_TICKET02_EXPR	 
IT_SET_RINGO_01_A20180712_EXPR	 
IT_SET_POT_ALL_02_A20180712_EXPR	 
IT_SET_TS_EXP_ALL_50_01_A20180712_EXPR	 
IT_SET_EQUP_ALL_02_A20180712_EXPR	 
IT_SET_TS_VISION_01_A20180712_EXPR	 
IT_SET_US_TICKET_A20180712_EXPR	 
IT_SET_SPD_GETA_01_EXPR	 
IT_SI_ENCHANT_JOBITEM_TICKET_A20180719_EXPR	 
IT_SET_SI_ENCHANT_JOBITEM_TICKET_A20180719_EXPR	 
IT_SI_EQ_SOUL_ENCHANT_TICKET_A20180719_EXPR	 
IT_SET_SI_EQ_SOUL_ENCHANT_TICKET_A20180719_EXPR	 
IT_SET_SI_ENCHANT_JOBITEM_TICKET_A20180809_EXPR	 
IT_SI_ENCHANT_JOBITEM_TICKET_A20180809_EXPR	 
IT_SET_SI_EQ_SOUL_ENCHANT_TICKET_A20180809_EXPR	 
IT_SI_EQ_SOUL_ENCHANT_TICKET_A20180809_EXPR	 
IT_SI_2018_JOBITEM_TICKET_A0719_EXPR	 
IT_SI_2018_JOBITEM_TICKET_B0719_EXPR	 
IT_SI_2018_JOBITEM_TICKET_C0719_EXPR	 
IT_SET_SI_2018_JOBITEM_TICKET_A0719_EXPR	 
IT_SET_SI_2018_JOBITEM_TICKET_B0719_EXPR	 
IT_SET_SI_2018_JOBITEM_TICKET_C0719_EXPR	 
IT_SET_BOX_SOUBI_01_A20180719_EXPR	 
IT_SET_BOX_SOUBI_02_A20180719_EXPR	 
IT_SET_BOX_SOUBI_03_A20180719_EXPR	 
IT_SET_BOX_BIGGINER_A20180719_EXPR	 
IT_SET_APUP_A20180719_EXPR	 
IT_SET_SHISHI_01_C20180726_EXPR	 
IT_SET_MADOU_01_C20180726_EXPR	 
IT_SET_MOBIUS_R_01_C20180726_EXPR	 
IT_SET_MOBIUS_H_01_C20180726_EXPR	 
IT_SET_EQ_SOUL_TICKET_01_C20180726_EXPR	 
IT_SET_EQ_SOUL_TICKET_02_C20180726_EXPR	 
IT_SET_EQ_SOUL_TICKET_03_C20180726_EXPR	 
IT_SI_EQ_SOUL_TICKET_01_C20180726_EXPR	 
IT_SI_EQ_SOUL_TICKET_02_C20180726_EXPR	 
IT_SI_EQ_SOUL_TICKET_03_C20180726_EXPR	 
IT_SET_RINGO_MOBIUS_C20180726_EXPR	 
IT_SET_SI_W600_A20180726_PI_TICKET_EXPR	 
IT_SI_W600_A20180726_PI_TICKET_EXPR	 
IT_SET_SA_W600_A20180726_BUGU_TICKET_EXPR	 
IT_SA_W600_A20180726_BUGU_TICKET_EXPR	 
IT_SET_STS_W600_A20180726_TICKET01_EXPR	 
IT_STS_W600_A20180726_TICKET01_EXPR	 
IT_SET_COMMON_RARE_4_100_A20180726_EXPR	 
IT_SET_TS_EXP_04_A20180726_EXPR	 
IT_SET_TS_VISION_01_A20180726_EXPR	 
IT_SET_W600_KYOUKA_01_A20180726_EXPR	 
IT_SET_COMMON_ALL01_A20180726_EXPR	 
IT_SET_RINGAN_A20180726_EXPR	 
IT_SET_KAIGAN_STATUE_A20180726_EXPR	 
IT_SET_KAIGAN_FIRE_SP_A20180726_EXPR	 
IT_SET_KAIGAN_WATER_SP_A20180726_EXPR	 
IT_SET_KAIGAN_WIND_SP_A20180726_EXPR	 
IT_SET_KAIGAN_THUNDER_SP_A20180726_EXPR	 
IT_SET_KAIGAN_LIGHT_SP_A20180726_EXPR	 
IT_SET_KAIGAN_DARK_SP_A20180726_EXPR	 
IT_SET_KAIGAN_SOZAI_SP_A20180726_EXPR	 
IT_SET_TB_BIRTH_ENV_A20180726_EXPR	 
IT_SET_TB_BIRTH_GLU_A20180726_EXPR	 
IT_SET_TB_BIRTH_GRE_A20180726_EXPR	 
IT_SET_TB_BIRTH_SLO_A20180726_EXPR	 
IT_SET_TB_BIRTH_NOZ_A20180726_EXPR	 
IT_SET_TB_BIRTH_WRA_A20180726_EXPR	 
IT_SET_TB_BIRTH_LUS_A20180726_EXPR	 
IT_SET_TB_BIRTH_SAG_A20180726_EXPR	 
IT_SET_TB_BIRTH_WAD_A20180726_EXPR	 
IT_SET_TB_BIRTH_DES_A20180726_EXPR	 
IT_SET_TB_BIRTH_LOS_A20180726_EXPR	 
IT_SET_TB_BIRTH_GROUP_A_A2018726_EXPR	 
IT_SET_TB_BIRTH_GROUP_B_A2018726_EXPR	 
IT_SET_TB_BIRTH_GROUP_C_A2018726_EXPR	 
IT_SI_ENCHANT_JOBITEM_TICKET_A20180726_EXPR	 
IT_SET_SI_ENCHANT_JOBITEM_TICKET_A20180726_EXPR	 
IT_SI_EQ_SOUL_ENCHANT_TICKET_A20180726_EXPR	 
IT_SET_SI_EQ_SOUL_ENCHANT_TICKET_A20180726_EXPR	 
IT_SET_TICKET_A20180726_EXPR	 
IT_SET__MOBIUS_N_01_A20180726_EXPR	 
IT_SET_W600_BOX_NENSO_EXPR	 
IT_STS_2018_0731_TICKET02_EXPR	 
IT_SET_W600_TS_EXP_BOX01_EXPR	 
IT_SET_W600_BOX_SOUBI_EXPR	 
IT_SET_RV_A20180731_EXPR	 
IT_SET_EDB_A20180731_EXPR	 
IT_SET_US_TICKET_20180731_EXPR	 
IT_SET_SEKAIJU_BOOSTER_A20180731_EXPR	
IT_SET_SQ_RESIST_MIST_A20180731_EXPR	 
IT_SET_EVENT_TICKET_B20180731_02_EXPR	 
IT_SET_EVENT_TICKET_B20180731_01_EXPR	 
IT_SET_CRI_DAGGER_01_EXPR	 
IT_SET_DEF_VEST_01_EXPR	 
IT_SET_GEM_WHISTLE_01_EXPR	 
IT_SET_AF_ACCS_BRACELET_03_B20180731_EXPR	 
IT_SET_AF_ACCS_RING_02_B20180731_EXPR	Can be equipped by all jobs. Attributes: PATK +5, Fire Res +5, Dark Res +5 (When at Lv. 1)<br>Gear Ability unlocked once evolved to 5★ (Gear Ability can only be used by Templar units. Ability varies according to unit.) Can be purchased using Paid Gems. Up to five can purchased from the Shop (includes past purchases.)
IT_SET_APPLE_ACORN_02_A20180731_EXPR	 
IT_SET_ATK_SWORD_20180731_EXPR	 
IT_SET_HP_FURCOAT_20180731_EXPR	 
IT_SET_ATK_SPEAR_20180731_EXPR	 
IT_SET_MAG_GEARROD_20180731_EXPR	 
IT_SET_DEF_SHIELD_20180731_EXPR	 
IT_SET_DEX_COMPASS_20180731_EXPR	 
IT_SET_SPD_BOOTS_20180731_EXPR	 
IT_SET_LUK_CHESS_20180731_EXPR	 
IT_SET_DEF_BELT_20180731_EXPR	 
IT_SET_ATK_LANCE_20180731_EXPR	 
IT_SET_ATTRIBUTE_CHOKER_20180731_EXPR	 
IT_SET_SPD_SHINOBI_20180731_EXPR	 
IT_SET_MAG_MAGICWAND_20180731_EXPR	 
IT_SET_DEX_FURO_20180731_EXPR	 
IT_SET_HP_CIRCLET_20180731_EXPR	 
IT_SET_HP_EARRING_20180731_EXPR	 
IT_SET_SPD_GETA_20180731_EXPR	 
IT_SET_SQ_PI_TICKET_A20180731_EXPR	 
IT_SI_SQ_PI_TICKET_A20180731_EXPR	 
IT_SET_COMMON_COLLABO_A20180731_EXPR	 
IT_SET_TB_KAKUSEII_COLLABO_A20180731_EXPR	 
IT_SET_TB_KAKUSEII_COLLABO_A20180816_EXPR	 
IT_SET_RINGO_01_20180731_EXPR	 
IT_SET_TS_EXP_ALL_50_01_20180731_EXPR	 
IT_SET_TS_VISION_01_20180731_EXPR	 
IT_SET_COMMON_COLLABO_COIN_EXPR	 
IT_SET_APPLE_3T_01_20180809_EXPR	 
IT_SET_KAIGAN_STATUE_A20180809_EXPR	 
IT_SET_APUP_02_A20180809_EXPR	 
IT_SET_PI_COMMON_FIRE_5_A20180726_EXPR	 
IT_SET_PI_COMMON_WATER_5_A20180726_EXPR	 
IT_SET_PI_COMMON_THUNDER_5_A20180726_EXPR	 
IT_SET_PI_COMMON_WIND_5_A20180726_EXPR	 
IT_SET_PI_COMMON_LIGHT_5_A20180726_EXPR	 
IT_SET_PI_COMMON_DARK_5_A20180726_EXPR	 
IT_SET_COMMON_COLLABO_20180816_EXPR	 
IT_SET_TB_BIRTH_ETC_20180816_EXPR	 
IT_SET_SHEN_UNIQUE_EXPR	 
IT_SET_TB_BIRTH_GLU_40_20180816_EXPR	 
IT_SET_TB_BIRTH_SLO_40_20180816_EXPR	 
IT_SET_TB_BIRTH_WAD_40_20180816_EXPR	 
IT_SET_TB_BIRTH_LUS_40_20180816_EXPR	 
IT_SET_TB_BIRTH_WRA_40_20180816_EXPR	 
IT_SET_TB_BIRTH_ENV_40_20180816_EXPR	 
IT_SET_TB_BIRTH_NOZ_40_20180816_EXPR	 
IT_SET_TB_BIRTH_SAG_40_20180816_EXPR	 
IT_SET_TB_BIRTH_DES_40_20180816_EXPR	 
IT_SET_TB_BIRTH_GRE_40_20180816_EXPR	 
IT_SET_TB_BIRTH_LOS_40_20180816_EXPR	 
IT_SET_TB_SIN_ENV_20_EXPR	 
IT_SET_TB_SIN_SLO_20_EXPR	 
IT_SET_TB_SIN_LUS_20_EXPR	 
IT_SET_SI_ENCHANT_JOBITEM_TICKET_20180816_EXPR	 
IT_SI_ENCHANT_JOBITEM_TICKET_20180816_EXPR	 
IT_SET_SI_EQ_SOUL_ENCHANT_TICKET_20180816_EXPR	 
IT_SI_EQ_SOUL_ENCHANT_TICKET_20180816_EXPR	 
IT_SET_SI_2018_0816_PI_TICKET01_EXPR	 
IT_SET_SA_2018_0816_TICKET01_EXPR	 
IT_SI_2018_0816_PI_TICKET01_EXPR	 
IT_SA_2018_0816_TICKET01_EXPR	 
IT_SET_PI_AOT_EREN_COIN_EXPR	 
IT_SET_PI_AOT_LEVI_COIN_EXPR	 
IT_SET_PI_AOT_MIKASA_COIN_EXPR	 
IT_SET_PI_AOT_HANJI_COIN_EXPR	 
IT_SET_US_AOT_POTATO_COIN_EXPR	 
IT_SET_UG_APPLE_AOT_COIN_EXPR	 
IT_SET_AF_ACCS_AOT_REINER_01_COIN_EXPR	 
IT_SET_US_AOT_POTATO_A20180823_EXPR	 
IT_SET_DAIS_UNIQUE_EXPR	 
IT_SET_PI_COMMON_FIRE_5_20180823_EXPR	 
IT_SET_PI_COMMON_WATER_5_20180823_EXPR	 
IT_SET_PI_COMMON_THUNDER_5_20180823_EXPR	 
IT_SET_PI_COMMON_WIND_5_20180823_EXPR	 
IT_SET_PI_COMMON_LIGHT_5_20180823_EXPR	 
IT_SET_PI_COMMON_DARK_5_20180823_EXPR	 
IT_SET_CM_BOX_UNIT_180823_EXPR	 
IT_SET_CM_BOX_NENSO_180823_EXPR	 
IT_SU_CM_BOX_TICKET_180823_EXPR	 
IT_SI_CM_BOX_PI_TICKET_180823_EXPR	 
IT_SA_2018_0823_TICKET02_EXPR	 
IT_STS_TICKET_CM_180823_EXPR	 
IT_TB_UNLOCK_FIRE_EXPR	 
IT_TB_UNLOCK_FIRE_FLAVOR	 
IT_TB_UNLOCK_WATER_EXPR	 
IT_TB_UNLOCK_WATER_FLAVOR	 
IT_TB_UNLOCK_THUNDER_EXPR	 
IT_TB_UNLOCK_THUNDER_FLAVOR	 
IT_TB_UNLOCK_WIND_EXPR	 
IT_TB_UNLOCK_WIND_FLAVOR	 
IT_TB_UNLOCK_LIGHT_EXPR	 
IT_TB_UNLOCK_LIGHT_FLAVOR	 
IT_TB_UNLOCK_DARK_EXPR	 
IT_TB_UNLOCK_DARK_FLAVOR	 
IT_TB_BIRTH_ENV_EXPR	 
IT_TB_BIRTH_ENV_FLAVOR	 
IT_TB_BIRTH_GLU_EXPR	 
IT_TB_BIRTH_GLU_FLAVOR	 
IT_TB_BIRTH_GRE_EXPR	 
IT_TB_BIRTH_GRE_FLAVOR	 
IT_TB_BIRTH_SLO_EXPR	 
IT_TB_BIRTH_SLO_FLAVOR	 
IT_TB_BIRTH_NOZ_EXPR	 
IT_TB_BIRTH_NOZ_FLAVOR	 
IT_TB_BIRTH_WRA_EXPR	 
IT_TB_BIRTH_WRA_FLAVOR	 
IT_TB_BIRTH_LUS_EXPR	 
IT_TB_BIRTH_LUS_FLAVOR	 
IT_TB_BIRTH_SAG_EXPR	 
IT_TB_BIRTH_SAG_FLAVOR	 
IT_TB_BIRTH_WAD_EXPR	 
IT_TB_BIRTH_WAD_FLAVOR	 
IT_TB_BIRTH_DES_EXPR	 
IT_TB_BIRTH_DES_FLAVOR	 
IT_TB_BIRTH_LOS_EXPR	 
IT_TB_BIRTH_LOS_FLAVOR	 
IT_TB_BIRTH_ETC_EXPR	 
IT_TB_BIRTH_ETC_FLAVOR	 
IT_TB_SIN_ENV_EXPR	 
IT_TB_SIN_ENV_FLAVOR	 
IT_TB_SIN_SLO_EXPR	 
IT_TB_SIN_SLO_FLAVOR	 
IT_TB_SIN_LUS_EXPR	 
IT_TB_SIN_LUS_FLAVOR	 
IT_TB_SIN_GLU_EXPR	 
IT_TB_SIN_GLU_FLAVOR	 
IT_TB_SIN_WRA_EXPR	 
IT_TB_SIN_WRA_FLAVOR	 
IT_TB_SIN_GRE_EXPR	 
IT_TB_SIN_GRE_FLAVOR	 
IT_TB_SIN_PRI_EXPR	 
IT_TB_SIN_PRI_FLAVOR	 
IT_TB_UNLOCK_LV3_EXPR	 
IT_TB_UNLOCK_LV3_FLAVOR	 
IT_TB_UNLOCK_LV4_EXPR	 
IT_TB_UNLOCK_LV4_FLAVOR	 
IT_TB_UNLOCK_LV5_EXPR	 
IT_TB_UNLOCK_LV5_FLAVOR	 
IT_TB_KAKUSEI_EXPR	 
IT_TB_KAKUSEI_FLAVOR	 
IT_TB_KAKUSEI_COLLABO_EXPR	 
IT_TB_KAKUSEI_COLLABO_FLAVOR	 
IT_EVENT_SENKI_01_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_02_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_02_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_03_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_03_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_04_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_04_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_05_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_05_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_06_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_06_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_07_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_07_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_08_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_08_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_09_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_09_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_10_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_10_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_11_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_11_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_12_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_12_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_13_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_13_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_14_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_14_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_EVENT_SENKI_15_EXPR	A torn page from the Ancient Chronicles.
IT_EVENT_SENKI_15_FLAVOR	A torn page from the Ancient Chronicles. Several parts are missing, and it cannot be deciphered by itself.
IT_US_EVENT_HALLOWEEN_2016_01_EXPR	For use during battle. Recovers HP (small amount) and raises MDEF.
IT_US_EVENT_HALLOWEEN_2016_01_FLAVOR	One of the lollipops that Lofia had ready as treats for Halloween. It looks so cute that you almost want to keep it on display rather than eat it. Just one lick fills the mouth with a magical, juicy sweetness.
IT_US_EVENT_HALLOWEEN_2016_02_EXPR	For use during battle. Recovers HP (small amount) and raises MATK.
