IT_US_FATE_TAIYAKI_EXPR	3回合內，帶有加速效果
IT_EVENT_SENKI_05_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_05_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_EVENT_SENKI_06_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_06_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_EVENT_SENKI_07_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_07_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_EVENT_SENKI_08_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_08_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_EVENT_SENKI_09_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_09_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_EVENT_SENKI_10_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_10_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_EVENT_SENKI_11_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_11_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_EVENT_SENKI_12_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_12_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_EVENT_SENKI_13_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_13_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_EVENT_SENKI_14_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_14_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_EVENT_SENKI_15_EXPR	古代戰記的破損書頁。
IT_EVENT_SENKI_15_FLAVOR	“古代戰記”的破損書頁。有好幾個地方破損了，這樣是無法解讀的。
IT_US_EVENT_HALLOWEEN_2016_01_EXPR	戰鬥中使用後有HP小幅回復+魔防UP的效果
IT_US_EVENT_HALLOWEEN_2016_01_FLAVOR	為了迎接萬聖節，露菲亞所準備的糖果。賣相很棒，讓人愛不釋手。舔一口就能感受到魔法香氣的棒棒糖。
IT_US_EVENT_HALLOWEEN_2016_02_EXPR	戰鬥中使用後有HP小幅回復+魔攻UP的效果
IT_US_EVENT_HALLOWEEN_2016_02_FLAVOR	為了迎接萬聖節，楓琉所準備的糖果。鮮明的外表讓人感到心情舒暢。是入口即化的清涼棒棒糖。
IT_US_EVENT_HALLOWEEN_2016_03_EXPR	戰鬥中使用後有HP小幅回復+HP提升的效果
IT_US_EVENT_HALLOWEEN_2016_03_FLAVOR	為了迎接萬聖節，格魯馬拉斯所準備的糖果。奇特的顏色讓人無法想像它的口味。舔一口舌頭就變黑了，但是卻出人意料的好吃。
IT_US_EVENT_HALLOWEEN_2016_04_EXPR	戰鬥中使用後有HP小幅回復+物防UP的效果
IT_US_EVENT_HALLOWEEN_2016_04_FLAVOR	為了迎接萬聖節，洛基所準備的糖果。讓人看著就舒服的紅色糖果。非常甜的，裝在可愛瓶子里的果凍糖豆。
IT_US_EVENT_HALLOWEEN_2016_05_EXPR	戰鬥中使用後有HP小幅回復+物攻UP的效果
IT_US_EVENT_HALLOWEEN_2016_05_FLAVOR	為了迎接萬聖節，迪歐斯所準備的糖果。讓人看著就心跳不已的藍色糖果。是甜度適中的，適合大人口味的果凍糖豆。
IT_US_EVENT_HALLOWEEN_2016_06_EXPR	戰鬥中使用後有HP小幅回復+暴擊提升的效果
IT_US_EVENT_HALLOWEEN_2016_06_FLAVOR	為了迎接萬聖節，布拉德所準備的糖果。裝在南瓜型的袋子里。麻麻的、甜甜的、又十分鬆脆的小甜餅。
IT_US_EVENT_HALLOWEEN_2016_07_EXPR	戰鬥中使用後有HP小幅回復+靈巧提升的效果
IT_US_EVENT_HALLOWEEN_2016_07_FLAVOR	為了迎接萬聖節，內維爾所準備的糖果。裝在南瓜型的袋子里。冰冰的、甜度適中的、又十分鬆脆爽口的小甜餅。
IT_US_EVENT_HALLOWEEN_2016_08_EXPR	戰鬥中使用後有HP小幅回復+速度提升的效果
IT_US_EVENT_HALLOWEEN_2016_08_FLAVOR	為了迎接萬聖節，卡伊扎爾所準備的糖果。裝在南瓜型的袋子里。熱熱的的、微辣的、但搭配的又十分完美的鬆脆小甜餅。
IT_EVENT_DISCOIN_EXPR	　
IT_EVENT_DISCOIN_FLAVOR	道具界中可以獲得的幣
IT_EVENT_VEDACOIN_EXPR	　
IT_EVENT_VEDACOIN_FLAVOR	異層塔中可以獲得的幣
IT_EVENT_XMAS_WREATH_EXPR	　
IT_EVENT_XMAS_WREATH_FLAVOR	耶誕節活動中可以獲得的幣
IT_EVENT_XMAS_CHICKEN_EXPR	戰鬥中使用後有中幅回復HP&3回合內，產生跳躍+1的效果
IT_EVENT_XMAS_CHICKEN_FLAVOR	路斯特布魯格的下町中販賣的美味炸雞。米哈爾教給店長調味料的搭配比例，成為了吉祥物角色。吃了後能提升跳躍力，並能大幅度回復體力。
IT_CV_OTOSHIDAMA_2017_EXPR	可以兌換218金錢的換金道具
IT_CV_OTOSHIDAMA_2017_FLAVOR	是迎接元旦的喜慶以及飽含感謝之意的袋子。是這個時期特有的稀有物品，不過實際價值如何，自己打開看才更有期待。元旦快樂。
IT_US_FUKUBUKURO_2017_01_EXPR	可以連續召喚各種蘋果1個的禮券
IT_US_FUKUBUKURO_2017_02_EXPR	可以連續召喚金塊等換金道具1個的禮券
IT_US_FUKUBUKURO_2017_03_EXPR	可以連續召喚各種裝備強化道具1個的禮券
IT_US_FUKUBUKURO_2017_04_EXPR	可以連續召喚各種武具強化道具1個的禮券
IT_US_FUKUBUKURO_2017_05_EXPR	稀有召喚禮券同等的召喚禮券
IT_US_FUKUBUKURO_2017_06_EXPR	武具召喚禮券同等的召喚禮券
IT_US_FUKUBUKURO_2017_07_EXPR	包含虹之碎片的，可以召喚某一個屬性的魂之碎片的禮券
IT_US_EVENT_VALENTINE_2017_01_EXPR	在戰鬥中使用的話可以小幅度回復英靈的HP&1回合內，移動力+1的效果
IT_US_EVENT_VALENTINE_2017_01_FLAVOR	是放入了情人節巧克力以及對喜歡人的思念的心形BOX。打開BOX後生命就會回復，還能因為心情愉悅而提升情緒和移動力。
IT_EVENT_MOTHERS_2017_EXPR	是在母親節贈送的，包含著每日感謝之情的特別禮券
IT_EVENT_FATHERS_2017_EXPR	是在父親節贈送的，包含著每日感謝之情的特別禮券
IT_EQ_HP_PILOTHAT_Lv2_EXPR	HP+6
IT_EQ_HP_PILOTHAT_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_JACKET_Lv2_EXPR	HP+11
IT_EQ_HP_JACKET_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_JACKET_Lv3_EXPR	HP+12
IT_EQ_HP_JACKET_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_JACKET_Lv4_EXPR	HP+13
IT_EQ_HP_JACKET_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_JACKET_Lv5_EXPR	HP+14
IT_EQ_HP_JACKET_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_COAT_Lv2_EXPR	HP+16
IT_EQ_HP_COAT_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_COAT_Lv3_EXPR	HP+17
IT_EQ_HP_COAT_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_COAT_Lv4_EXPR	HP+18
IT_EQ_HP_COAT_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_COAT_Lv5_EXPR	HP+19
IT_EQ_HP_COAT_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_FURCOAT_Lv2_EXPR	HP+21
IT_EQ_HP_FURCOAT_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_FURCOAT_Lv3_EXPR	HP+22
IT_EQ_HP_FURCOAT_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_FURCOAT_Lv4_EXPR	HP+23
IT_EQ_HP_FURCOAT_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_FURCOAT_Lv5_EXPR	HP+24
IT_EQ_HP_FURCOAT_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_EARRING02_EXPR	HP+4，物攻+2
IT_EQ_HP_EARRING02_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_CIRCLET_Lv2_EXPR	HP+6，物攻+4，魔攻+4
IT_EQ_HP_CIRCLET_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_CIRCLET_Lv3_EXPR	HP+7，物攻+5，魔攻+5
IT_EQ_HP_CIRCLET_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_CIRCLET_Lv4_EXPR	HP+8，物攻+6，魔攻+6
IT_EQ_HP_CIRCLET_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_CIRCLET_Lv5_EXPR	HP+9，物攻+7，魔攻+7
IT_EQ_HP_CIRCLET_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_BUTTERFLY_Lv2_EXPR	HP+11，物攻+6，魔攻+6，水耐性+2
IT_EQ_HP_BUTTERFLY_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_BUTTERFLY_Lv3_EXPR	HP+12、物攻+7、魔攻+7、水耐性+2
IT_EQ_HP_BUTTERFLY_Lv3_FLAVOR	上位互換裝備※実裝しない為不使用※
IT_EQ_HP_BUTTERFLY_Lv4_EXPR	HP+13、物攻+8、魔攻+8、水耐性+2
IT_EQ_HP_BUTTERFLY_Lv4_FLAVOR	上位互換裝備※実裝しない為不使用※
IT_EQ_HP_BUTTERFLY_Lv5_EXPR	HP+14，物攻+9，魔攻+9，水耐性+2
IT_EQ_HP_BUTTERFLY_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_CUP_Lv2_EXPR	HP+16，物攻+8，魔攻+8，水耐性+2，暈眩耐性+2
IT_EQ_HP_CUP_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_CUP_Lv3_EXPR	HP+17，物攻+9，魔攻+9，水耐性+2，暈眩耐性+2
IT_EQ_HP_CUP_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_CUP_Lv4_EXPR	HP+18，物攻+1，魔攻+1，水耐性+2，暈眩耐性+2
IT_EQ_HP_CUP_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_HP_CUP_Lv5_EXPR	HP+19，物攻+11，魔攻+11，水耐性+2，暈眩耐性+2
IT_EQ_HP_CUP_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_MACE_Lv2_EXPR	物攻+6
IT_EQ_ATK_MACE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SABER_Lv2_EXPR	物攻+11
IT_EQ_ATK_SABER_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SABER_Lv3_EXPR	物攻+12
IT_EQ_ATK_SABER_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SABER_Lv4_EXPR	物攻+13
IT_EQ_ATK_SABER_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SABER_Lv5_EXPR	物攻+14
IT_EQ_ATK_SABER_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_LANCE_Lv2_EXPR	物攻+16
IT_EQ_ATK_LANCE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_LANCE_Lv3_EXPR	物攻+17
IT_EQ_ATK_LANCE_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_LANCE_Lv4_EXPR	物攻+18
IT_EQ_ATK_LANCE_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_LANCE_Lv5_EXPR	物攻+19
IT_EQ_ATK_LANCE_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SWORD_Lv2_EXPR	物攻+21
IT_EQ_ATK_SWORD_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SWORD_Lv3_EXPR	物攻+22
IT_EQ_ATK_SWORD_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SWORD_Lv4_EXPR	物攻+23
IT_EQ_ATK_SWORD_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SWORD_Lv5_EXPR	物攻+24
IT_EQ_ATK_SWORD_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_KNIFE_Lv2_EXPR	物攻+4，魔攻+2
IT_EQ_ATK_KNIFE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_MORNINGSTAR_Lv2_EXPR	物攻+6，魔攻+5，會心+3
IT_EQ_ATK_MORNINGSTAR_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_MORNINGSTAR_Lv3_EXPR	物攻+7，魔攻+6，會心+4
IT_EQ_ATK_MORNINGSTAR_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_MORNINGSTAR_Lv4_EXPR	物攻+8，魔攻+7，會心+5
IT_EQ_ATK_MORNINGSTAR_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_MORNINGSTAR_Lv5_EXPR	物攻+9，魔攻+8，會心+6
IT_EQ_ATK_MORNINGSTAR_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_AX_Lv2_EXPR	物攻+11，魔攻+7，會心+5，火耐性+2
IT_EQ_ATK_AX_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_AX_Lv3_EXPR	物攻+12，魔攻+8，會心+6，火耐性+2
IT_EQ_ATK_AX_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_AX_Lv4_EXPR	物攻+13，魔攻+9，會心+7，火耐性+2
IT_EQ_ATK_AX_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_AX_Lv5_EXPR	物攻+14，魔攻+1，會心+8，火耐性+2
IT_EQ_ATK_AX_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SPEAR_Lv2_EXPR	物攻+16，魔攻+9，會心+7，火耐性+2，毒耐性+2
IT_EQ_ATK_SPEAR_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SPEAR_Lv3_EXPR	物攻+17，魔攻+1，會心+8，火耐性+2，毒耐性+2
IT_EQ_ATK_SPEAR_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SPEAR_Lv4_EXPR	物攻+18，魔攻+11，會心+9，火耐性+2，毒耐性+2
IT_EQ_ATK_SPEAR_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_ATK_SPEAR_Lv5_EXPR	物攻+19，魔攻+12，會心+1，火耐性+2，毒耐性+2
IT_EQ_ATK_SPEAR_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_MANTLE_Lv2_EXPR	物防+6
IT_EQ_DEF_MANTLE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_SHELM_Lv2_EXPR	物防+11
IT_EQ_DEF_SHELM_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_SHELM_Lv3_EXPR	物防+12
IT_EQ_DEF_SHELM_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_SHELM_Lv4_EXPR	物防+13
IT_EQ_DEF_SHELM_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_SHELM_Lv5_EXPR	物防+14
IT_EQ_DEF_SHELM_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_SHIELD_Lv2_EXPR	物防+16
IT_EQ_DEF_SHIELD_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_SHIELD_Lv3_EXPR	物防+17
IT_EQ_DEF_SHIELD_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_SHIELD_Lv4_EXPR	物防+18
IT_EQ_DEF_SHIELD_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_SHIELD_Lv5_EXPR	物防+19
IT_EQ_DEF_SHIELD_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_ARMOR_Lv2_EXPR	物防+21
IT_EQ_DEF_ARMOR_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_ARMOR_Lv3_EXPR	物防+22
IT_EQ_DEF_ARMOR_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_ARMOR_Lv4_EXPR	物防+23
IT_EQ_DEF_ARMOR_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_ARMOR_Lv5_EXPR	物防+24
IT_EQ_DEF_ARMOR_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_BANGLE_Lv2_EXPR	物防+4，魔防+2
IT_EQ_DEF_BANGLE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_TURBAN_Lv2_EXPR	物防+6，魔防+5，靈巧+3
IT_EQ_DEF_TURBAN_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_TURBAN_Lv3_EXPR	物防+7，魔防+6，靈巧+4
IT_EQ_DEF_TURBAN_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_TURBAN_Lv4_EXPR	物防+8，魔防+7，靈巧+5
IT_EQ_DEF_TURBAN_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_TURBAN_Lv5_EXPR	物防+9，魔防+8，靈巧+6
IT_EQ_DEF_TURBAN_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_BELT_Lv2_EXPR	物防+11，魔防+7，靈巧+5，水耐性+2
IT_EQ_DEF_BELT_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_BELT_Lv3_EXPR	物防+12，魔防+8，靈巧+6，水耐性+2
IT_EQ_DEF_BELT_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_BELT_Lv4_EXPR	物防+13，魔防+9，靈巧+7，水耐性+2
IT_EQ_DEF_BELT_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_BELT_Lv5_EXPR	物防+14，魔防+1，靈巧+8，水耐性+2
IT_EQ_DEF_BELT_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_HAGOROMO_Lv2_EXPR	物防+16，魔防+9，靈巧+7，水耐性+2，魅惑耐性+2
IT_EQ_DEF_HAGOROMO_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_HAGOROMO_Lv3_EXPR	物防+17，魔防+1，靈巧+8，水耐性+2，魅惑耐性+2
IT_EQ_DEF_HAGOROMO_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_HAGOROMO_Lv4_EXPR	物防+18，魔防+11，靈巧+9，水耐性+2，魅惑耐性+2
IT_EQ_DEF_HAGOROMO_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_DEF_HAGOROMO_Lv5_EXPR	物防+19，魔防+12，靈巧+1，水耐性+2，魅惑耐性+2
IT_EQ_DEF_HAGOROMO_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_WAND_Lv2_EXPR	魔攻+6
IT_EQ_MAG_WAND_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_ROD_Lv2_EXPR	魔攻+11
IT_EQ_MAG_ROD_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_ROD_Lv3_EXPR	魔攻+12
IT_EQ_MAG_ROD_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_ROD_Lv4_EXPR	魔攻+13
IT_EQ_MAG_ROD_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_ROD_Lv5_EXPR	魔攻+14
IT_EQ_MAG_ROD_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_STAFF_Lv2_EXPR	魔攻+16
IT_EQ_MAG_STAFF_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_STAFF_Lv3_EXPR	魔攻+17
IT_EQ_MAG_STAFF_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_STAFF_Lv4_EXPR	魔攻+18
IT_EQ_MAG_STAFF_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_STAFF_Lv5_EXPR	魔攻+19
IT_EQ_MAG_STAFF_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_GEARROD_Lv2_EXPR	魔攻+21
IT_EQ_MAG_GEARROD_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_GEARROD_Lv3_EXPR	魔攻+22
IT_EQ_MAG_GEARROD_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_GEARROD_Lv4_EXPR	魔攻+23
IT_EQ_MAG_GEARROD_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_GEARROD_Lv5_EXPR	魔攻+24
IT_EQ_MAG_GEARROD_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_BROOM_Lv2_EXPR	魔攻+4，物攻+2
IT_EQ_MAG_BROOM_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_MAGICWAND_Lv2_EXPR	魔攻+6，物攻+5，會心+3
IT_EQ_MAG_MAGICWAND_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_MAGICWAND_Lv3_EXPR	魔攻+7，物攻+6，會心+4
IT_EQ_MAG_MAGICWAND_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_MAGICWAND_Lv4_EXPR	魔攻+8，物攻+7，會心+5
IT_EQ_MAG_MAGICWAND_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_MAGICWAND_Lv5_EXPR	魔攻+9，物攻+8，會心+6
IT_EQ_MAG_MAGICWAND_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_NECRO_Lv2_EXPR	魔攻+11，物攻+7，會心+5，暗耐性+2
IT_EQ_MAG_NECRO_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_NECRO_Lv3_EXPR	魔攻+12，物攻+8，會心+6，暗耐性+2
IT_EQ_MAG_NECRO_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_NECRO_Lv4_EXPR	魔攻+13，物攻+9，會心+7，暗耐性+2
IT_EQ_MAG_NECRO_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_NECRO_Lv5_EXPR	魔攻+14，物攻+1，會心+8，暗耐性+2
IT_EQ_MAG_NECRO_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_CRYSTAL_Lv2_EXPR	魔攻+16，物攻+9，會心+7，暗耐性+2，黑暗耐性+2
IT_EQ_MAG_CRYSTAL_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_CRYSTAL_Lv3_EXPR	魔攻+17，物攻+1，會心+8，暗耐性+2，黑暗耐性+2
IT_EQ_MAG_CRYSTAL_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_CRYSTAL_Lv4_EXPR	魔攻+18，物攻+11，會心+9，暗耐性+2，黑暗耐性+2
IT_EQ_MAG_CRYSTAL_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MAG_CRYSTAL_Lv5_EXPR	魔攻+19，物攻+12，會心+1，暗耐性+2，黑暗耐性+2
IT_EQ_MAG_CRYSTAL_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_MUFFLER_Lv2_EXPR	魔防+6
IT_EQ_MND_MUFFLER_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_CAPE_Lv2_EXPR	魔防+11
IT_EQ_MND_CAPE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_CAPE_Lv3_EXPR	魔防+12
IT_EQ_MND_CAPE_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_CAPE_Lv4_EXPR	魔防+13
IT_EQ_MND_CAPE_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_CAPE_Lv5_EXPR	魔防+14
IT_EQ_MND_CAPE_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_PARKA_Lv2_EXPR	魔防+16
IT_EQ_MND_PARKA_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_PARKA_Lv3_EXPR	魔防+17
IT_EQ_MND_PARKA_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_PARKA_Lv4_EXPR	魔防+18
IT_EQ_MND_PARKA_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_PARKA_Lv5_EXPR	魔防+19
IT_EQ_MND_PARKA_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_ROBE_Lv2_EXPR	魔防+21
IT_EQ_MND_ROBE_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_ROBE_Lv3_EXPR	魔防+22
IT_EQ_MND_ROBE_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_ROBE_Lv4_EXPR	魔防+23
IT_EQ_MND_ROBE_Lv4_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_ROBE_Lv5_EXPR	魔防+24
IT_EQ_MND_ROBE_Lv5_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_CHARM_Lv2_EXPR	魔防+4，物防+2
IT_EQ_MND_CHARM_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_MIRROR_Lv2_EXPR	魔防+6，物防+5，靈巧+3
IT_EQ_MND_MIRROR_Lv2_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_MIRROR_Lv3_EXPR	魔防+7，物防+6，靈巧+4
IT_EQ_MND_MIRROR_Lv3_FLAVOR	向上相容裝備※不安裝所以不使用※
IT_EQ_MND_MIRROR_Lv4_EXPR	魔防+8，物防+7，靈巧+5
